7	a	bagel	with	cream	cheese	at1	nn1	iw	jj	nn1
10	a	close	look	at	this	at1	jj	nn1	ii	dd1
16	a	close	look	at	what	at1	jj	nn1	ii	ddq
6	a	close	look	at	your	at1	jj	nn1	ii	appge
6	a	close	observer	of	the	at1	jj	nn1	io	at
18	a	close	personal	friend	of	at1	jj	jj	nn1	io
7	a	close	personal	relationship	with	at1	jj	jj	nn1	iw
16	a	close	reading	of	the	at1	jj	nn1	io	at
10	A	close	reading	of	the	at1	jj	nn1	io	at
7	a	close	relationship	between	the	at1	jj	nn1	ii	at
5	a	close	relationship	to	the	at1	jj	nn1	ii	at
5	a	close	relationship	with	her	at1	jj	nn1	iw	appge
6	a	close	relationship	with	his	at1	jj	nn1	iw	appge
49	a	close	relationship	with	the	at1	jj	nn1	iw	at
5	a	close	relationship	with	their	at1	jj	nn1	iw	appge
15	a	close	relative	of	the	at1	jj	nn1	io	at
12	a	close	second	to	the	at1	jj	nnt1	ii	at
8	a	close	study	of	the	at1	jj	nn1	io	at
5	a	close	view	of	the	at1	jj	nn1	io	at
23	a	close	watch	on	the	at1	jj	nn1	ii	at
5	a	close	watch	on	this	at1	jj	nn1	ii	dd1
15	a	close	working	relationship	with	at1	jj	jj	nn1	iw
23	a	close-up	look	at	the	at1	jj	nn1	ii	at
7	a	close-up	view	of	a	at1	jj	nn1	io	at1
12	a	close-up	view	of	the	at1	jj	nn1	io	at
6	a	closed	session	of	the	at1	jj	nnt1	io	at
5	a	closed-end	fund	that	trades	at1	jj	nn1	cst	nn2
7	a	closing	thought	in	a	at1	jj	nn1	ii	at1
11	a	co-equal	branch	of	government	at1	jj	nn1	io	nn1
5	a	coalition	of	civil	rights	at1	nn1	io	jj	nn2
5	a	coequal	branch	of	government	at1	jj	nn1	io	nn1
5	a	cognitive	model	of	the	at1	jj	nn1	io	at
5	a	coherent	vision	of	the	at1	jj	nn1	io	at
7	a	cold	beer	and	a	at1	jj	nn1	cc	at1
6	a	cold	beer	on	a	at1	jj	nn1	ii	at1
5	a	cold	eye	on	the	at1	jj	nn1	ii	at
5	A	cold	wind	blew	through	at1	jj	nn1	vvd	ii
14	a	collaborative	effort	between	the	at1	jj	nn1	ii	at
7	a	collaborative	effort	of	the	at1	jj	nn1	io	at
5	A	Collection	of	Critical	Essays	at1	nn1	io	jj	nn2
6	a	collective	bargaining	agreement	that	at1	jj	nn1	nn1	cst
5	a	collective	gasp	from	the	at1	jj	nn1	ii	at
5	a	collective	intake	of	breath	at1	jj	nn1	io	nn1
46	a	collective	sigh	of	relief	at1	jj	nn1	io	nn1
10	a	colossal	waste	of	time	at1	jj	nn1	io	nnt1
7	a	combined	total	of	more	at1	jj	nn1	io	dar
5	a	comfortable	lead	in	the	at1	jj	nn1	ii	at
5	a	comfortable	pair	of	shoes	at1	jj	nn	io	nn2
6	a	comfortable	place	to	be	at1	jj	nn1	to	vbi
5	a	comfortable	place	to	rest	at1	jj	nn1	to	vvi
5	a	comfortable	place	to	sit	at1	jj	nn1	to	vvi
8	a	comforting	hand	on	her	at1	jj	nn1	ii	appge
12	a	commanding	lead	in	the	at1	jj	nn1	ii	at
6	a	commanding	position	in	the	at1	jj	nn1	ii	at
35	a	commanding	view	of	the	at1	jj	nn1	io	at
8	a	commercial	lab	and	have	at1	jj	nn1	cc	vh0
6	a	commercial	point	of	view	at1	jj	nn1	io	nn1
7	a	commercial	real	estate	broker	at1	jj	jj	nn1	nn1
8	a	commercial	real	estate	firm	at1	jj	jj	nn1	nn1
5	a	committed	member	of	the	at1	jj	nn1	io	at
5	a	common	approach	to	the	at1	jj	nn1	ii	at
5	a	common	body	of	knowledge	at1	jj	nn1	io	nn1
7	a	common	center	of	gravity	at1	jj	nn1	io	nn1
10	a	common	currency	for	Europe	at1	jj	nn1	if	np1
11	a	common	feature	of	the	at1	jj	nn1	io	at
7	a	common	frame	of	reference	at1	jj	nn1	io	nn1
5	a	common	interest	in	the	at1	jj	nn1	ii	at
6	a	common	life	with	others	at1	jj	nn1	iw	nn2
6	A	common	mistake	is	to	at1	jj	nn1	vbz	to
5	a	common	occurrence	at	the	at1	jj	nn1	ii	at
7	a	common	occurrence	in	the	at1	jj	nn1	ii	at
20	a	common	practice	in	the	at1	jj	nn1	ii	at
5	a	common	problem	in	the	at1	jj	nn1	ii	at
7	a	common	set	of	goals	at1	jj	nn1	io	nn2
9	a	common	set	of	rules	at1	jj	nn1	io	nn2
5	a	common	set	of	standards	at1	jj	nn1	io	nn2
11	a	common	set	of	values	at1	jj	nn1	io	nn2
10	a	common	side	effect	of	at1	jj	nn1	nn1	io
13	a	common	sight	in	the	at1	jj	nn1	ii	at
10	a	common	sight	on	the	at1	jj	nn1	ii	at
8	a	common	theme	in	the	at1	jj	nn1	ii	at
10	a	common	thread	in	the	at1	jj	nn1	ii	at
13	a	common	understanding	of	the	at1	jj	nn1	io	at
5	a	common	understanding	of	what	at1	jj	nn1	io	ddq
7	a	common	view	of	the	at1	jj	nn1	io	at
9	a	common	vision	of	the	at1	jj	nn1	io	at
5	a	comparative	advantage	in	the	at1	jj	nn1	ii	at
7	a	comparative	analysis	of	the	at1	jj	nn1	io	at
5	a	comparative	study	of	the	at1	jj	nn1	io	at
5	A	comparative	study	of	the	at1	jj	nn1	io	at
5	a	compelling	account	of	the	at1	jj	nn1	io	at
5	a	compelling	case	for	the	at1	jj	nn1	if	at
5	a	compelling	example	of	the	at1	jj	nn1	io	at
9	a	compelling	reason	to	do	at1	jj	nn1	to	vdi
7	a	compelling	state	interest	and	at1	jj	nn1	nn1	cc
7	a	compelling	state	interest	in	at1	jj	nn1	nn1	ii
5	a	competitive	advantage	in	a	at1	jj	nn1	ii	at1
8	a	competitive	advantage	in	the	at1	jj	nn1	ii	at
13	a	competitive	edge	in	the	at1	jj	nn1	ii	at
8	a	competitive	team	on	the	at1	jj	nn1	ii	at
6	a	complete	account	of	the	at1	jj	nn1	io	at
5	a	complete	analysis	of	the	at1	jj	nn1	io	at
8	a	complete	break	with	the	at1	jj	nn1	iw	at
8	a	complete	change	in	the	at1	jj	nn1	ii	at
7	a	complete	collapse	of	the	at1	jj	nn1	io	at
7	a	complete	copy	of	the	at1	jj	nn1	io	at
19	a	complete	description	of	the	at1	jj	nn1	io	at
6	a	complete	fool	of	myself	at1	jj	nn1	io	ppx1
7	a	complete	game	in	the	at1	jj	nn1	ii	at
6	a	complete	knowledge	of	the	at1	jj	nn1	io	at
5	a	complete	lack	of	interest	at1	jj	nn1	io	nn1
11	a	complete	list	of	all	at1	jj	nn1	io	db
10	a	complete	list	of	more	at1	jj	nn1	io	dar
25	a	complete	list	of	the	at1	jj	nn1	io	at
5	a	complete	list	of	winners	at1	jj	nn1	io	nn2
6	a	complete	listing	of	all	at1	jj	nn1	io	db
7	a	complete	listing	of	the	at1	jj	nn1	io	at
7	a	complete	look	at	the	at1	jj	nn1	ii	at
6	a	complete	mystery	to	me	at1	jj	nn1	ii	ppio1
19	a	complete	overhaul	of	the	at1	jj	nn1	io	at
6	a	complete	picture	of	how	at1	jj	nn1	io	rrq
28	a	complete	picture	of	the	at1	jj	nn1	io	at
5	a	complete	record	of	the	at1	jj	nn1	io	at
5	a	complete	removal	of	the	at1	jj	nn1	io	at
7	a	complete	report	on	the	at1	jj	nn1	ii	at
13	a	complete	restructuring	of	the	at1	jj	nn1	io	at
7	a	complete	reversal	of	the	at1	jj	nn1	io	at
9	a	complete	review	of	the	at1	jj	nn1	io	at
6	a	complete	revision	of	the	at1	jj	nn1	io	at
10	a	complete	set	of	the	at1	jj	nn1	io	at
7	a	complete	surprise	to	me	at1	jj	nn1	ii	ppio1
6	a	complete	surprise	to	the	at1	jj	nn1	ii	at
5	a	complete	transformation	of	the	at1	jj	nn1	io	at
28	a	complete	understanding	of	the	at1	jj	nn1	io	at
7	a	complete	view	of	the	at1	jj	nn1	io	at
23	a	complete	waste	of	time	at1	jj	nn1	io	nnt1
6	a	complete	wrap-up	of	the	at1	jj	nn1	io	at
5	a	complex	set	of	rules	at1	jj	nn1	io	nn2
20	a	complimentary	copy	of	Games	at1	jj	nn1	io	nn2
7	a	composite	sketch	of	the	at1	jj	nn1	io	at
8	a	comprehensive	account	of	the	at1	jj	nn1	io	at
18	a	comprehensive	analysis	of	the	at1	jj	nn1	io	at
8	a	comprehensive	approach	to	the	at1	jj	nn1	ii	at
9	a	comprehensive	assessment	of	the	at1	jj	nn1	io	at
6	a	comprehensive	evaluation	of	the	at1	jj	nn1	io	at
5	a	comprehensive	examination	of	the	at1	jj	nn1	io	at
13	a	comprehensive	look	at	the	at1	jj	nn1	ii	at
10	a	comprehensive	picture	of	the	at1	jj	nn1	io	at
38	a	comprehensive	review	of	the	at1	jj	nn1	io	at
10	A	comprehensive	review	of	the	at1	jj	nn1	io	at
16	a	comprehensive	school	counseling	program	at1	jj	nn1	nn1	nn1
8	a	comprehensive	settlement	of	the	at1	jj	nn1	io	at
5	a	comprehensive	settlement	to	the	at1	jj	nn1	ii	at
5	a	comprehensive	solution	that	will	at1	jj	nn1	cst	vm
9	a	comprehensive	solution	to	the	at1	jj	nn1	ii	at
29	a	comprehensive	study	of	the	at1	jj	nn1	io	at
7	a	comprehensive	survey	of	the	at1	jj	nn1	io	at
5	a	comprehensive	test	ban	treaty	at1	jj	nn1	nn1	nn1
15	a	comprehensive	understanding	of	the	at1	jj	nn1	io	at
13	a	comprehensive	view	of	the	at1	jj	nn1	io	at
6	a	comprehensive	vision	of	the	at1	jj	nn1	io	at
6	a	computerized	version	of	the	at1	jj	nn1	io	at
7	a	conceptual	framework	for	the	at1	jj	nn1	if	at
6	a	conceptual	framework	for	understanding	at1	jj	nn1	if	vvg
15	a	concerted	effort	by	the	at1	jj	nn1	ii	at
10	a	concerted	effort	not	to	at1	jj	nn1	xx	to
11	a	concerted	effort	on	the	at1	jj	nn1	ii41	ii42
7	a	concerted	effort	to	be	at1	jj	nn1	to	vbi
5	a	concerted	effort	to	bring	at1	jj	nn1	to	vvi
7	a	concerted	effort	to	develop	at1	jj	nn1	to	vvi
9	a	concerted	effort	to	get	at1	jj	nn1	to	vvi
6	a	concerted	effort	to	keep	at1	jj	nn1	to	vvi
8	a	concerted	effort	to	make	at1	jj	nn1	to	vvi
5	a	concerted	effort	to	promote	at1	jj	nn1	to	vvi
5	a	concerted	effort	to	try	at1	jj	nn1	to	vvi
6	a	concise	summary	of	the	at1	jj	nn1	io	at
10	a	concomitant	increase	in	the	at1	jj	nn1	ii	at
5	a	concrete	example	of	the	at1	jj	nn1	io	at
11	a	condensed	version	of	the	at1	jj	nn1	io	at
5	a	confirmatory	factor	analysis	of	at1	jj	nn1	nn1	io
6	A	confirmatory	factor	analysis	was	at1	jj	nn1	nn1	vbdz
5	a	confused	look	on	his	at1	jj	nn1	ii	appge
8	a	congressional	declaration	of	war	at1	jj	nn1	io	nn1
6	a	congressional	hearing	on	the	at1	jj	nn1	ii	at
5	a	congressional	investigation	into	the	at1	jj	nn1	ii	at
14	a	Congressional	Medal	of	Honor	at1	jj	nn1	io	nn1
6	a	Congressional	Research	Service	report	at1	jj	nn1	nn1	nn1
8	a	congressional	scholar	at	the	at1	jj	nn1	ii	at
6	a	congressional	subcommittee	that	the	at1	jj	nn1	cst	at
7	a	conscious	choice	not	to	at1	jj	nn1	xx	to
5	a	conscious	choice	to	be	at1	jj	nn1	to	vbi
8	a	conscious	decision	not	to	at1	jj	nn1	xx	to
5	a	conscious	decision	that	I	at1	jj	nn1	cst	ppis1
7	a	conscious	decision	to	be	at1	jj	nn1	to	vbi
6	a	conscious	decision	to	stay	at1	jj	nn1	to	vvi
18	a	conscious	effort	not	to	at1	jj	nn1	xx	to
5	a	conscious	effort	on	the	at1	jj	nn1	ii41	ii42
7	a	conscious	effort	to	avoid	at1	jj	nn1	to	vvi
10	a	conscious	effort	to	be	at1	jj	nn1	to	vbi
7	a	conscious	effort	to	make	at1	jj	nn1	to	vvi
5	a	consensual	sexual	relationship	with	at1	jj	jj	nn1	iw
10	a	conservative	estimate	of	the	at1	jj	nn1	io	at
5	a	conservative	member	of	the	at1	jj	nn1	io	at
6	a	conservative	point	of	view	at1	jj	nn1	io	nn1
9	a	conservative	radio	talk	show	at1	jj	nn1	nn1	nn1
6	a	conservative	talk	show	host	at1	jj	nn1	nn1	nn1
5	a	considerable	amount	of	attention	at1	jj	nn1	io	nn1
30	a	considerable	amount	of	money	at1	jj	nn1	io	nn1
10	a	considerable	amount	of	research	at1	jj	nn1	io	nn1
5	A	considerable	amount	of	research	at1	jj	nn1	io	nn1
9	a	considerable	amount	of	the	at1	jj	nn1	io	at
6	a	considerable	amount	of	their	at1	jj	nn1	io	appge
80	a	considerable	amount	of	time	at1	jj	nn1	io	nnt1
6	a	considerable	body	of	evidence	at1	jj	nn1	io	nn1
9	a	considerable	body	of	research	at1	jj	nn1	io	nn1
5	a	considerable	change	in	the	at1	jj	nn1	ii	at
5	a	considerable	difference	in	the	at1	jj	nn1	ii	at
12	a	considerable	distance	from	the	at1	jj	nn1	ii	at
9	a	considerable	impact	on	the	at1	jj	nn1	ii	at
7	a	considerable	increase	in	the	at1	jj	nn1	ii	at
7	a	considerable	influence	on	the	at1	jj	nn1	ii	at
10	a	considerable	length	of	time	at1	jj	nn1	io	nnt1
10	a	considerable	number	of	people	at1	jj	nn1	io	nn
18	a	considerable	part	of	the	at1	jj	nn1	io	at
43	a	considerable	period	of	time	at1	jj	nn1	io	nnt1
14	a	considerable	portion	of	the	at1	jj	nn1	io	at
6	a	considerable	proportion	of	the	at1	jj	nn1	io	at
11	a	considerable	sum	of	money	at1	jj	nn1	io	nn1
10	a	consistent	ethic	of	life	at1	jj	nn1	io	nn1
7	a	constant	presence	on	the	at1	jj	nn1	ii	at
5	a	constant	reminder	of	her	at1	jj	nn1	io	appge
5	a	constant	reminder	of	how	at1	jj	nn1	io	rgq
33	a	constant	reminder	of	the	at1	jj	nn1	io	at
10	a	constant	reminder	of	what	at1	jj	nn1	io	ddq
11	a	constant	reminder	that	the	at1	jj	nn1	cst	at
5	a	constant	source	of	anxiety	at1	jj	nn1	io	nn1
6	a	constant	source	of	inspiration	at1	jj	nn1	io	nn1
5	a	constant	source	of	tension	at1	jj	nn1	io	nn1
8	a	constant	state	of	change	at1	jj	nn1	io	nn1
16	a	constant	state	of	flux	at1	jj	nn1	io	nn1
7	a	constant	supply	of	fresh	at1	jj	nn1	io	jj
5	a	constant	work	in	progress	at1	jj	nn1	ii	nn1
11	a	constitutional	amendment	banning	abortion	at1	jj	nn1	vvg	nn1
17	a	constitutional	amendment	banning	gay	at1	jj	nn1	vvg	jj
8	a	constitutional	amendment	defining	marriage	at1	jj	nn1	vvg	nn1
7	a	constitutional	amendment	for	a	at1	jj	nn1	if	at1
9	a	constitutional	amendment	requiring	a	at1	jj	nn1	vvg	at1
38	a	constitutional	amendment	that	would	at1	jj	nn1	cst	vm
6	a	constitutional	amendment	to	allow	at1	jj	nn1	to	vvi
12	a	constitutional	amendment	to	balance	at1	jj	nn1	to	vvi
43	a	constitutional	amendment	to	ban	at1	jj	nn1	to	vvi
5	a	constitutional	amendment	to	limit	at1	jj	nn1	to	vvi
15	a	constitutional	amendment	to	protect	at1	jj	nn1	to	vvi
8	a	constitutional	ban	on	abortion	at1	jj	nn1	ii	nn1
5	a	constitutional	ban	on	gay	at1	jj	nn1	ii	jj
9	a	constitutional	ban	on	same-sex	at1	jj	nn1	ii	jj
7	a	constitutional	challenge	to	the	at1	jj	nn1	ii	at
22	a	constitutional	law	professor	at	at1	jj	nn1	nn1	ii
5	a	constitutional	right	not	to	at1	jj	nn1	xx	to
10	a	constitutional	right	to	a	at1	jj	nn1	ii	at1
25	a	constitutional	right	to	abortion	at1	jj	nn1	ii	nn1
12	a	constitutional	right	to	be	at1	jj	nn1	to	vbi
5	a	constitutional	right	to	have	at1	jj	nn1	to	vhi
9	a	constitutional	right	to	privacy	at1	jj	nn1	ii	nn1
6	a	constitutive	element	of	the	at1	jj	nn1	io	at
6	a	constructive	role	in	the	at1	jj	nn1	ii	at
5	a	consulting	editor	for	the	at1	jj	nn1	if	at
18	a	consulting	firm	based	in	at1	jj	nn1	vvn	ii
6	a	consulting	firm	in	New	at1	jj	nn1	ii	np1
8	a	consulting	firm	in	Washington	at1	jj	nn1	ii	np1
8	a	consulting	firm	that	advises	at1	jj	nn1	cst	vvz
7	a	consulting	firm	that	specializes	at1	jj	nn1	cst	vvz
10	a	contemporary	version	of	the	at1	jj	nn1	io	at
10	a	content	analysis	of	the	at1	jj	nn1	io	at
7	A	content	analysis	of	the	at1	jj	nn1	io	at
5	a	contentious	issue	in	the	at1	jj	nn1	ii	at
5	a	continuing	threat	to	the	at1	jj	nn1	ii	at
5	a	continuous	period	of	not	at1	jj	nn1	io	xx
7	a	contributing	art	columnist	for	at1	jj	nn1	nn1	if
7	a	contributing	editor	and	Grace	at1	jj	nn1	cc	np1
5	a	contributing	editor	and	the	at1	jj	nn1	cc	at
11	a	contributing	editor	at	ARCHAEOLOGY	at1	jj	nn1	ii	nn1
5	a	contributing	editor	at	Archaeology	at1	jj	nn1	ii	nn1
6	a	contributing	editor	at	Inc	at1	jj	nn1	ii	jj
10	a	contributing	editor	at	The	at1	jj	nn1	ii	at
5	a	contributing	editor	at	the	at1	jj	nn1	ii	at
5	a	contributing	editor	for	Islamica	at1	jj	nn1	if	np1
36	a	contributing	editor	for	PC	at1	jj	nn1	if	nn1
9	a	contributing	editor	for	the	at1	jj	nn1	if	at
13	a	contributing	editor	of	American	at1	jj	nn1	io	jj
9	a	contributing	editor	of	CR	at1	jj	nn1	io	np1
23	a	contributing	editor	of	Harper	at1	jj	nn1	io	np1
32	a	contributing	editor	of	The	at1	jj	nn1	io	at
8	a	contributing	editor	of	the	at1	jj	nn1	io	at
5	a	contributing	editor	of	THE	at1	jj	nn1	io	at
7	a	contributing	editor	of	this	at1	jj	nn1	io	dd1
17	a	contributing	editor	to	ARCHAEOLOGY	at1	jj	nn1	ii	nn1
11	a	contributing	editor	to	Shape	at1	jj	nn1	ii	nn1
14	a	contributing	editor	to	the	at1	jj	nn1	ii	at
7	a	contributing	editor	to	The	at1	jj	nn1	ii	at
25	a	contributing	factor	in	the	at1	jj	nn1	ii	at
24	a	contributing	factor	to	the	at1	jj	nn1	ii	at
8	a	contributing	member	of	society	at1	jj	nn1	io	nn1
5	a	contributing	member	of	the	at1	jj	nn1	io	at
9	a	contributing	writer	for	ESSENCE	at1	jj	nn1	if	nn1
8	a	contributing	writer	for	the	at1	jj	nn1	if	at
7	a	contributing	writer	for	THE	at1	jj	nn1	if	at
5	a	contributing	writer	for	The	at1	jj	nn1	if	at
5	a	contributing	writer	to	The	at1	jj	nn1	ii	at
5	a	contributing	writer	to	this	at1	jj	nn1	ii	dd1
6	a	controlling	interest	in	a	at1	jj	nn1	ii	at1
14	a	controlling	interest	in	the	at1	jj	nn1	ii	at
8	a	controlling	stake	in	the	at1	jj	nn1	ii	at
6	a	controversial	figure	in	the	at1	jj	nn1	ii	at
6	a	convenient	place	to	store	at1	jj	nn1	to	vvi
7	a	convenient	way	to	do	at1	jj	nn1	to	vdi
7	a	convenient	way	to	get	at1	jj	nn1	to	vvi
5	a	convicted	sex	offender	and	at1	jj	nn1	nn1	cc
9	a	convicted	sex	offender	who	at1	jj	nn1	nn1	pnqs
6	a	convincing	case	for	the	at1	jj	nn1	if	at
5	a	convincing	victory	in	the	at1	jj	nn1	ii	at
6	a	cool	place	to	be	at1	jj	nn1	to	vbi
5	a	cool	summer	or	a	at1	jj	nnt1	cc	at1
7	a	cool	thing	to	do	at1	jj	nn1	to	vdi
6	a	cooperative	agreement	with	the	at1	jj	nn1	iw	at
5	a	cooperative	effort	with	the	at1	jj	nn1	iw	at
5	a	cooperative	relationship	with	the	at1	jj	nn1	iw	at
27	a	cooperative	research	and	development	at1	jj	nn1	cc	nn1
6	a	correct	reading	of	the	at1	jj	nn1	io	at
10	a	corresponding	change	in	the	at1	jj	nn1	ii	at
9	a	corresponding	decrease	in	the	at1	jj	nn1	ii	at
5	a	corresponding	element	in	intentional	at1	jj	nn1	ii	jj
20	a	corresponding	increase	in	the	at1	jj	nn1	ii	at
7	a	corrosive	effect	on	the	at1	jj	nn1	ii	at
5	a	cost-benefit	analysis	of	the	at1	jj	nn1	io	at
10	a	couple	of	close	calls	at1	nn1	io	jj	nn2
6	a	courageous	thing	to	do	at1	jj	nn1	to	vdi
10	a	covered	container	for	up	at1	jj	nn1	if	rg21
6	a	covered	container	in	the	at1	jj	nn1	ii	at
5	a	covered	executive	branch	official	at1	jj	nn1	nn1	nn1
5	a	covered	legislative	branch	official	at1	jj	jj	nn1	nn1
6	a	coveted	spot	in	the	at1	jj	nn1	ii	at
5	a	coveted	spot	on	the	at1	jj	nn1	ii	at
15	a	coveted	Style	Invitational	Loser	at1	jj	nn1	jj	nn1
7	a	cozy	relationship	with	the	at1	jj	nn1	iw	at
5	a	crazed	look	in	his	at1	jj	nn1	ii	appge
8	a	crazy	thing	to	do	at1	jj	nn1	to	vdi
8	a	created	participation	in	and	at1	jj	nn1	ii	cc
6	a	creative	solution	to	the	at1	jj	nn1	ii	at
5	a	credible	threat	of	military	at1	jj	nn1	io	jj
10	a	criminal	defense	attorney	and	at1	jj	nn1	nn1	cc
7	a	criminal	defense	attorney	in	at1	jj	nn1	nn1	ii
9	a	criminal	defense	attorney	who	at1	jj	nn1	nn1	pnqs
12	a	criminal	defense	lawyer	in	at1	jj	nn1	nn1	ii
10	a	criminal	investigation	by	the	at1	jj	nn1	ii	at
5	a	criminal	investigation	going	on	at1	jj	nn1	vvg	rp
14	a	criminal	investigation	into	the	at1	jj	nn1	ii	at
7	a	criminal	investigation	into	whether	at1	jj	nn1	ii	csw
14	a	criminal	investigation	of	the	at1	jj	nn1	io	at
12	a	criminal	justice	professor	at	at1	jj	nn1	nn1	ii
13	a	criminal	justice	system	that	at1	jj	nn1	nn1	cst
8	a	criminal	law	professor	at	at1	jj	nn1	nn1	ii
5	a	criminal	record	and	a	at1	jj	nn1	cc	at1
6	a	criminal	referral	to	the	at1	jj	nn1	ii	at
7	a	crisp	white	shirt	and	at1	jj	jj	nn1	cc
18	a	critical	analysis	of	the	at1	jj	nn1	io	at
6	a	critical	and	commercial	success	at1	jj	cc	jj	nn1
6	a	critical	and	commercial	success	at1	jj	cc	jj	nn1
8	a	critical	assessment	of	the	at1	jj	nn1	io	at
7	a	critical	component	in	the	at1	jj	nn1	ii	at
5	a	critical	component	of	any	at1	jj	nn1	io	dd
21	a	critical	component	of	the	at1	jj	nn1	io	at
14	a	critical	element	in	the	at1	jj	nn1	ii	at
9	a	critical	element	of	the	at1	jj	nn1	io	at
10	a	critical	evaluation	of	the	at1	jj	nn1	io	at
6	a	critical	event	in	the	at1	jj	nn1	ii	at
5	a	critical	examination	of	the	at1	jj	nn1	io	at
7	a	critical	eye	on	the	at1	jj	nn1	ii	at
27	a	critical	factor	in	the	at1	jj	nn1	ii	at
12	a	critical	issue	in	the	at1	jj	nn1	ii	at
12	a	critical	juncture	in	the	at1	jj	nn1	ii	at
70	a	critical	lens	on	the	at1	jj	nn1	ii	at
8	a	critical	link	in	the	at1	jj	nn1	ii	at
17	a	critical	look	at	the	at1	jj	nn1	ii	at
6	a	critical	mass	in	the	at1	jj	nn1	ii	at
17	a	critical	mass	of	people	at1	jj	nn1	io	nn
5	a	critical	moment	in	our	at1	jj	nn1	ii	appge
14	a	critical	moment	in	the	at1	jj	nn1	ii	at
7	a	critical	part	of	a	at1	jj	nn1	io	at1
12	a	critical	part	of	our	at1	jj	nn1	io	appge
57	a	critical	part	of	the	at1	jj	nn1	io	at
8	a	critical	part	of	their	at1	jj	nn1	io	appge
8	a	critical	piece	of	evidence	at1	jj	nn1	io	nn1
12	a	critical	piece	of	the	at1	jj	nn1	io	at
16	a	critical	point	in	the	at1	jj	nn1	ii	at
5	a	critical	reading	of	the	at1	jj	nn1	io	at
12	a	critical	role	in	helping	at1	jj	nn1	ii	vvg
6	a	critical	role	in	shaping	at1	jj	nn1	ii	vvg
85	a	critical	role	in	the	at1	jj	nn1	ii	at
6	a	critical	role	in	this	at1	jj	nn1	ii	dd1
7	a	critical	role	to	play	at1	jj	nn1	to	vvi
11	a	critical	step	in	the	at1	jj	nn1	ii	at
7	a	critical	test	of	the	at1	jj	nn1	io	at
9	a	critical	time	for	the	at1	jj	nnt1	if	at
12	a	critical	time	in	the	at1	jj	nnt1	ii	at
11	a	critical	turning	point	in	at1	jj	nn1	nn1	ii
5	a	critical	understanding	of	the	at1	jj	nn1	io	at
7	a	critical	view	of	the	at1	jj	nn1	io	at
5	a	crowded	field	of	candidates	at1	jj	nn1	io	nn2
8	a	crucial	aspect	of	the	at1	jj	nn1	io	at
19	a	crucial	component	of	the	at1	jj	nn1	io	at
12	a	crucial	element	in	the	at1	jj	nn1	ii	at
14	a	crucial	element	of	the	at1	jj	nn1	io	at
14	a	crucial	factor	in	the	at1	jj	nn1	ii	at
7	a	crucial	feature	of	the	at1	jj	nn1	io	at
5	a	crucial	member	of	the	at1	jj	nn1	io	at
5	a	crucial	moment	for	the	at1	jj	nn1	if	at
11	a	crucial	moment	in	the	at1	jj	nn1	ii	at
7	a	crucial	part	in	the	at1	jj	nn1	ii	at
6	a	crucial	part	of	a	at1	jj	nn1	io	at1
6	a	crucial	part	of	his	at1	jj	nn1	io	appge
6	a	crucial	part	of	our	at1	jj	nn1	io	appge
74	a	crucial	part	of	the	at1	jj	nn1	io	at
5	a	crucial	part	of	their	at1	jj	nn1	io	appge
5	a	crucial	part	of	this	at1	jj	nn1	io	dd1
13	a	crucial	piece	of	evidence	at1	jj	nn1	io	nn1
10	a	crucial	point	in	the	at1	jj	nn1	ii	at
5	a	crucial	role	as	a	at1	jj	nn1	ii	at1
10	a	crucial	role	in	determining	at1	jj	nn1	ii	vvg
6	a	crucial	role	in	helping	at1	jj	nn1	ii	vvg
5	a	crucial	role	in	maintaining	at1	jj	nn1	ii	vvg
7	a	crucial	role	in	shaping	at1	jj	nn1	ii	vvg
108	a	crucial	role	in	the	at1	jj	nn1	ii	at
11	a	crucial	role	in	this	at1	jj	nn1	ii	dd1
20	a	crucial	role	to	play	at1	jj	nn1	to	vvi
5	a	crucial	step	in	the	at1	jj	nn1	ii	at
12	a	crucial	time	for	the	at1	jj	nnt1	if	at
8	a	crucial	time	in	the	at1	jj	nnt1	ii	at
5	a	crucial	turning	point	in	at1	jj	nn1	nn1	ii
5	a	cruel	and	unusual	punishment	at1	jj	cc	jj	nn1
11	a	cruel	twist	of	fate	at1	jj	nn1	io	nn1
19	a	crumpled	piece	of	paper	at1	jj	nn1	io	nn1
6	a	crushing	blow	to	the	at1	jj	nn1	ii	at
6	a	cultural	point	of	view	at1	jj	nn1	io	nn1
9	a	cup	of	cold	coffee	at1	nn1	io	jj	nn1
6	a	cup	of	cold	water	at1	nn1	io	jj	nn1
5	a	current	headline	to	a	at1	jj	nn1	ii	at1
5	a	current	member	of	the	at1	jj	nn1	io	at
6	a	cursory	examination	of	the	at1	jj	nn1	io	at
11	a	cursory	glance	at	the	at1	jj	nn1	ii	at
5	A	cursory	glance	at	the	at1	jj	nn1	ii	at
14	a	cursory	look	at	the	at1	jj	nn1	ii	at
8	A	cursory	look	at	the	at1	jj	nn1	ii	at
12	a	cursory	review	of	the	at1	jj	nn1	io	at
5	a	curt	nod	of	his	at1	jj	nn1	io	appge
15	a	cutting	board	and	let	at1	jj	nn1	cc	vv0
5	a	dash	of	cold	water	at1	nn1	io	jj	nn1
5	a	decade	of	civil	war	at1	nnt1	io	jj	nn1
6	a	degree	in	chemical	engineering	at1	nn1	ii	jj	nn1
