15	a	baby	grand	piano	at1	nn1	jj	nn1
52	a	burning	desire	to	at1	jj	nn1	to
13	a	busy	day	at	at1	jj	nnt1	ii
23	a	busy	day	for	at1	jj	nnt1	if
24	a	busy	street	in	at1	jj	nn1	ii
19	a	busy	time	for	at1	jj	nnt1	if
14	a	California	high	school	at1	np1	jj	nn1
14	a	callous	disregard	for	at1	jj	nn1	if
24	a	calming	effect	on	at1	jj	nn1	ii
18	a	Canadian	company	that	at1	jj	nn1	cst
13	a	captive	audience	of	at1	jj	nn1	io
47	a	card-carrying	member	of	at1	jj	nn1	io
22	a	cardboard	box	and	at1	jj	nn1	cc
12	a	cardboard	box	full	at1	jj	nn1	jj
23	a	cardboard	box	in	at1	jj	nn1	ii
14	a	cardboard	box	of	at1	jj	nn1	io
15	a	cardboard	box	on	at1	jj	nn1	ii
21	a	cardboard	cutout	of	at1	jj	nn1	io
15	a	cardinal	rule	of	at1	jj	nn1	io
17	a	career	military	man	at1	nn1	jj	nn1
43	a	careful	analysis	of	at1	jj	nn1	io
19	a	careful	assessment	of	at1	jj	nn1	io
12	a	careful	balance	of	at1	jj	nn1	io
39	a	careful	examination	of	at1	jj	nn1	io
12	A	careful	examination	of	at1	jj	nn1	io
21	a	careful	eye	on	at1	jj	nn1	ii
37	a	careful	look	at	at1	jj	nn1	ii
29	a	careful	reading	of	at1	jj	nn1	io
25	A	careful	reading	of	at1	jj	nn1	io
15	a	careful	review	of	at1	jj	nn1	io
27	a	careful	study	of	at1	jj	nn1	io
12	a	case-by-case	basis	and	at1	jj	nn1	cc
12	a	cast	iron	skillet	at1	jj	nn1	nn1
12	a	casual	conversation	with	at1	jj	nn1	iw
13	a	Catholic	church	in	at1	jj	nn1	ii
44	a	Catholic	high	school	at1	jj	jj	nn1
18	a	Catholic	priest	and	at1	jj	nn1	cc
14	a	Catholic	priest	in	at1	jj	nn1	ii
17	a	Catholic	priest	who	at1	jj	nn1	pnqs
21	a	Catholic	school	in	at1	jj	nn1	ii
30	a	causal	link	between	at1	jj	nn1	ii
48	a	causal	relationship	between	at1	jj	nn1	ii
13	a	causal	role	in	at1	jj	nn1	ii
32	a	cautionary	tale	about	at1	jj	nn1	ii
48	a	cautionary	tale	for	at1	jj	nn1	if
16	a	cautionary	tale	of	at1	jj	nn1	io
15	a	cautious	approach	to	at1	jj	nn1	ii
25	a	cellular	phone	and	at1	jj	nn1	cc
19	a	cellular	phone	in	at1	jj	nn1	ii
29	a	central	aspect	of	at1	jj	nn1	io
12	a	central	bank	to	at1	jj	nn1	to
12	a	central	black	hole	at1	jj	jj	nn1
52	a	central	component	of	at1	jj	nn1	io
20	a	central	concern	of	at1	jj	nn1	io
27	a	central	element	in	at1	jj	nn1	ii
36	a	central	element	of	at1	jj	nn1	io
13	a	central	factor	in	at1	jj	nn1	ii
59	a	central	feature	of	at1	jj	nn1	io
74	a	central	figure	in	at1	jj	nn1	ii
36	a	central	focus	of	at1	jj	nn1	io
15	a	central	goal	of	at1	jj	nn1	io
14	a	central	government	that	at1	jj	nn1	cst
13	a	Central	Intelligence	Agency	at1	jj	nn1	nn1
51	a	central	issue	in	at1	jj	nn1	ii
13	a	central	issue	of	at1	jj	nn1	io
18	a	central	nervous	system	at1	jj	jj	nn1
157	a	central	part	of	at1	jj	nn1	io
60	a	central	place	in	at1	jj	nn1	ii
14	a	central	player	in	at1	jj	nn1	ii
24	a	central	position	in	at1	jj	nn1	ii
16	a	central	role	for	at1	jj	nn1	if
366	a	central	role	in	at1	jj	nn1	ii
44	a	central	tenet	of	at1	jj	nn1	io
15	A	central	tenet	of	at1	jj	nn1	io
24	a	central	theme	in	at1	jj	nn1	ii
34	a	central	theme	of	at1	jj	nn1	io
30	a	certain	age	and	at1	jj	nn1	cc
19	a	certain	air	of	at1	jj	nn1	io
1783	a	certain	amount	of	at1	jj	nn1	io
67	A	certain	amount	of	at1	jj	nn1	io
15	a	certain	area	of	at1	jj	nn1	io
25	a	certain	brand	of	at1	jj	nn1	io
38	a	certain	class	of	at1	jj	nn1	io
300	a	certain	degree	of	at1	jj	nn1	io
29	a	certain	distance	from	at1	jj	nn1	ii
36	a	certain	element	of	at1	jj	nn1	io
18	a	certain	extent	in	at1	jj	nn1	ii
12	a	certain	extent	it	at1	jj	nn1	pph1
20	a	certain	extent	the	at1	jj	nn1	at
13	a	certain	feeling	of	at1	jj	nn1	io
27	a	certain	form	of	at1	jj	nn1	io
58	a	certain	group	of	at1	jj	nn1	io
12	a	certain	image	of	at1	jj	nn1	io
27	a	certain	irony	in	at1	jj	nn1	ii
635	a	certain	kind	of	at1	jj	nn1	io
16	A	certain	kind	of	at1	jj	nn1	io
44	a	certain	lack	of	at1	jj	nn1	io
22	a	certain	length	of	at1	jj	nn1	io
405	a	certain	level	of	at1	jj	nn1	io
15	a	certain	logic	to	at1	jj	nn1	ii
42	a	certain	measure	of	at1	jj	nn1	io
541	a	certain	number	of	at1	jj	nn1	io
15	A	certain	number	of	at1	jj	nn1	io
63	a	certain	part	of	at1	jj	nn1	io
146	a	certain	percentage	of	at1	jj	nn1	io
116	a	certain	period	of	at1	jj	nn1	io
13	a	certain	pleasure	in	at1	jj	nn1	ii
22	a	certain	point	and	at1	jj	nn1	cc
24	a	certain	point	I	at1	jj	nn1	ppis1
106	a	certain	point	in	at1	jj	nn1	ii
13	a	certain	point	it	at1	jj	nn1	pph1
34	a	certain	point	of	at1	jj	nn1	io
16	a	certain	point	the	at1	jj	nn1	at
20	a	certain	point	where	at1	jj	nn1	rrq
26	a	certain	point	you	at1	jj	nn1	ppy
41	a	certain	portion	of	at1	jj	nn1	io
16	a	certain	pride	in	at1	jj	nn1	ii
22	a	certain	quality	of	at1	jj	nn1	io
12	a	certain	respect	for	at1	jj	nn1	if
51	a	certain	segment	of	at1	jj	nn1	io
120	a	certain	sense	of	at1	jj	nn1	io
83	a	certain	set	of	at1	jj	nn1	io
47	a	certain	sort	of	at1	jj	nn1	io
12	a	certain	standard	of	at1	jj	nn1	io
12	a	certain	state	of	at1	jj	nn1	io
17	a	certain	style	of	at1	jj	nn1	io
37	a	certain	time	and	at1	jj	nnt1	cc
12	a	certain	time	frame	at1	jj	nnt1	nn1
16	a	certain	time	in	at1	jj	nnt1	ii
22	a	certain	time	of	at1	jj	nnt1	io
22	a	certain	time	period	at1	jj	nnt1	nn1
266	a	certain	type	of	at1	jj	nn1	io
59	a	certain	way	and	at1	jj	nn1	cc
16	a	certain	way	because	at1	jj	nn1	cs
12	a	certain	way	for	at1	jj	nn1	if
33	a	certain	way	of	at1	jj	nn1	io
26	a	certain	way	or	at1	jj	nn1	cc
23	a	certain	way	that	at1	jj	nn1	cst
21	a	certain	way	to	at1	jj	nn1	to
12	a	certain	way	when	at1	jj	nn1	cs
76	a	certified	financial	planner	at1	jj	jj	nn1
15	a	certified	fitness	trainer	at1	jj	nn1	nn1
24	a	certified	personal	trainer	at1	jj	jj	nn1
82	a	certified	public	accountant	at1	jj	jj	nn1
15	a	characteristic	feature	of	at1	jj	nn1	io
12	a	charitable	contribution	deduction	at1	jj	nn1	nn1
23	a	cheap	shot	at	at1	jj	nn1	ii
17	a	cheap	source	of	at1	jj	nn1	io
36	a	cheap	way	to	at1	jj	nn1	to
13	a	chemical	engineer	and	at1	jj	nn1	cc
16	a	chemical	imbalance	in	at1	jj	nn1	ii
14	a	chemical	plant	in	at1	jj	nn1	ii
18	a	chemical	reaction	that	at1	jj	nn1	cst
25	a	Chicago	free-lance	writer	at1	np1	jj	nn1
12	a	Chicago-based	free-lance	writer	at1	jj	jj	nn1
13	a	chief	architect	of	at1	jj	nn1	io
17	a	chief	executive	officer	at1	jj	nn1	nn1
16	a	chief	executive	who	at1	jj	nn1	pnqs
19	a	chief	financial	officer	at1	jj	jj	nn1
14	a	chief	operating	officer	at1	jj	nn1	nn1
137	a	chilling	effect	on	at1	jj	nn1	ii
12	a	chilling	reminder	of	at1	jj	nn1	io
14	a	Chinese	restaurant	and	at1	jj	nn1	cc
19	a	Chinese	restaurant	in	at1	jj	nn1	ii
12	a	Christian	understanding	of	at1	jj	nn1	io
15	a	chronic	health	condition	at1	jj	nn1	nn1
21	a	chronic	shortage	of	at1	jj	nn1	io
15	a	chronic	state	of	at1	jj	nn1	io
12	a	chronically	ill	child	at1	rr	jj	nn1
14	a	circular	motion	with	at1	jj	nn1	iw
12	a	circular	saw	and	at1	jj	nn1	cc
16	a	civil	engineer	and	at1	jj	nn1	cc
16	a	civil	engineer	who	at1	jj	nn1	pnqs
33	a	civil	lawsuit	against	at1	jj	nn1	ii
40	a	civil	rights	activist	at1	jj	nn2	nn1
36	a	civil	rights	attorney	at1	jj	nn2	nn1
52	a	civil	rights	bill	at1	jj	nn2	nn1
16	a	civil	rights	group	at1	jj	nn2	nn1
46	a	civil	rights	issue	at1	jj	nn2	vv0
15	a	civil	rights	law	at1	jj	nn2	nn1
12	a	civil	rights	lawsuit	at1	jj	nn2	nn1
37	a	civil	rights	lawyer	at1	jj	nn2	nn1
35	a	civil	rights	leader	at1	jj	nn2	nn1
15	a	civil	rights	movement	at1	jj	nn2	nn1
15	a	civil	rights	organization	at1	jj	nn2	nn1
13	a	civil	rights	worker	at1	jj	nn2	nn1
54	a	civil	suit	against	at1	jj	nn1	ii
19	a	civil	war	against	at1	jj	nn1	ii
33	a	civil	war	and	at1	jj	nn1	cc
23	a	civil	war	between	at1	jj	nn1	ii
13	a	civil	war	going	at1	jj	nn1	vvg
72	a	civil	war	in	at1	jj	nn1	ii
14	a	civil	war	is	at1	jj	nn1	vbz
43	a	civil	war	that	at1	jj	nn1	cst
27	a	class-action	lawsuit	against	at1	jj	nn1	ii
20	a	class-action	suit	against	at1	jj	nn1	ii
200	a	classic	case	of	at1	jj	nn1	io
31	A	classic	example	is	at1	jj	nn1	vbz
302	a	classic	example	of	at1	jj	nn1	io
26	A	classic	example	of	at1	jj	nn1	io
14	a	classic	tale	of	at1	jj	nn1	io
153	a	clean	bill	of	at1	jj	nn1	io
20	a	clean	break	from	at1	jj	nn1	ii
20	a	clean	break	with	at1	jj	nn1	iw
13	a	clean	breast	of	at1	jj	nn1	io
13	a	clean	dish	towel	at1	jj	nn1	nn1
12	a	clean	energy	future	at1	jj	nn1	nn1
19	a	clean	kitchen	towel	at1	jj	nn1	nn1
29	a	clean	pair	of	at1	jj	nn	io
31	a	clean	sheet	of	at1	jj	nn1	io
18	a	clean	shirt	and	at1	jj	nn1	cc
17	a	clean	shot	at	at1	jj	nn1	ii
12	a	clean	slate	and	at1	jj	nn1	cc
18	a	clean	sweep	of	at1	jj	nn1	io
13	a	clear	articulation	of	at1	jj	nn1	io
15	a	clear	attempt	to	at1	jj	nn1	to
33	a	clear	blue	sky	at1	jj	jj	nn1
57	a	clear	case	of	at1	jj	nn1	io
14	a	clear	conflict	of	at1	jj	nn1	io
23	a	clear	connection	between	at1	jj	nn1	ii
15	a	clear	correlation	between	at1	jj	nn1	ii
18	a	clear	day	you	at1	jj	nnt1	ppy
35	a	clear	definition	of	at1	jj	nn1	io
13	a	clear	demonstration	of	at1	jj	nn1	io
21	a	clear	difference	between	at1	jj	nn1	ii
104	a	clear	distinction	between	at1	jj	nn1	ii
12	a	clear	division	of	at1	jj	nn1	io
68	a	clear	example	of	at1	jj	nn1	io
15	a	clear	explanation	of	at1	jj	nn1	io
12	a	clear	expression	of	at1	jj	nn1	io
18	a	clear	focus	on	at1	jj	nn1	ii
105	a	clear	idea	of	at1	jj	nn1	io
24	a	clear	image	of	at1	jj	nn1	io
57	a	clear	indication	of	at1	jj	nn1	io
56	a	clear	indication	that	at1	jj	nn1	cst
18	a	clear	interest	in	at1	jj	nn1	ii
20	a	clear	line	between	at1	jj	nn1	ii
31	a	clear	line	of	at1	jj	nn1	io
31	a	clear	link	between	at1	jj	nn1	ii
18	a	clear	look	at	at1	jj	nn1	ii
13	a	clear	majority	in	at1	jj	nn1	ii
41	a	clear	majority	of	at1	jj	nn1	io
13	a	clear	memory	of	at1	jj	nn1	io
46	a	clear	message	that	at1	jj	nn1	cst
94	a	clear	message	to	at1	jj	nn1	ii
13	a	clear	mind	and	at1	jj	nn1	cc
21	a	clear	need	for	at1	jj	nn1	if
23	a	clear	need	to	at1	jj	nn1	to
38	a	clear	path	to	at1	jj	nn1	ii
18	a	clear	pattern	of	at1	jj	nn1	io
14	a	clear	photo	of	at1	jj	nn1	io
157	a	clear	picture	of	at1	jj	nn1	io
20	a	clear	plan	for	at1	jj	nn1	if
23	a	clear	plastic	bag	at1	jj	nn1	nn1
29	a	clear	preference	for	at1	jj	nn1	if
25	a	clear	reference	to	at1	jj	nn1	ii
16	a	clear	relationship	between	at1	jj	nn1	ii
158	a	clear	sense	of	at1	jj	nn1	io
16	a	clear	sense	that	at1	jj	nn1	cst
14	a	clear	separation	between	at1	jj	nn1	ii
40	a	clear	set	of	at1	jj	nn1	io
12	a	clear	shift	in	at1	jj	nn1	ii
41	a	clear	shot	at	at1	jj	nn1	ii
12	a	clear	shot	of	at1	jj	nn1	io
47	a	clear	sign	of	at1	jj	nn1	io
43	a	clear	sign	that	at1	jj	nn1	cst
14	a	clear	signal	of	at1	jj	nn1	io
43	a	clear	signal	that	at1	jj	nn1	cst
45	a	clear	signal	to	at1	jj	nn1	ii
39	a	clear	statement	of	at1	jj	nn1	io
14	a	clear	statement	that	at1	jj	nn1	cst
12	a	clear	threat	to	at1	jj	nn1	ii
181	a	clear	understanding	of	at1	jj	nn1	io
15	a	clear	understanding	that	at1	jj	nn1	cst
13	a	clear	victory	for	at1	jj	nn1	if
195	a	clear	view	of	at1	jj	nn1	io
70	a	clear	violation	of	at1	jj	nn1	io
15	a	clear	vision	for	at1	jj	nn1	if
63	a	clear	vision	of	at1	jj	nn1	io
14	a	clear-cut	case	of	at1	jj	nn1	io
16	a	clever	way	of	at1	jj	nn1	io
40	a	clever	way	to	at1	jj	nn1	to
27	a	clinical	assistant	professor	at1	jj	jj	nn1
18	a	clinical	associate	professor	at1	jj	jj	nn1
19	a	clinical	diagnosis	of	at1	jj	nn1	io
81	a	clinical	professor	of	at1	jj	nn1	io
65	a	clinical	psychologist	and	at1	jj	nn1	cc
28	a	clinical	psychologist	at	at1	jj	nn1	ii
67	a	clinical	psychologist	in	at1	jj	nn1	ii
28	a	clinical	psychologist	who	at1	jj	nn1	pnqs
36	a	clinical	social	worker	at1	jj	jj	nn1
12	a	clinical	trial	for	at1	jj	nn1	if
19	a	clinical	trial	of	at1	jj	nn1	io
14	a	clinical	trial	to	at1	jj	nn1	to
23	a	close	adviser	to	at1	jj	nn1	ii
21	a	close	aide	to	at1	jj	nn1	ii
57	a	close	ally	of	at1	jj	nn1	io
13	a	close	analysis	of	at1	jj	nn1	io
49	a	close	associate	of	at1	jj	nn1	io
12	a	close	bond	with	at1	jj	nn1	iw
13	a	close	circle	of	at1	jj	nn1	io
19	a	close	confidant	of	at1	jj	nn1	io
23	a	close	connection	between	at1	jj	nn1	ii
16	a	close	cousin	of	at1	jj	nn1	io
42	a	close	encounter	with	at1	jj	nn1	iw
49	a	close	examination	of	at1	jj	nn1	io
36	A	close	examination	of	at1	jj	nn1	io
248	a	close	eye	on	at1	jj	nn1	ii
26	a	close	family	friend	at1	jj	nn1	nn1
27	a	close	family	member	at1	jj	nn1	nn1
70	a	close	friend	and	at1	jj	nn1	cc
359	a	close	friend	of	at1	jj	nn1	io
21	A	close	friend	of	at1	jj	nn1	io
24	a	close	friend	or	at1	jj	nn1	cc
35	a	close	friend	who	at1	jj	nn1	pnqs
20	a	close	friendship	with	at1	jj	nn1	iw
15	a	close	link	between	at1	jj	nn1	ii
324	a	close	look	at	at1	jj	nn1	ii
60	A	close	look	at	at1	jj	nn1	ii
13	a	close	observer	of	at1	jj	nn1	io
34	a	close	personal	friend	at1	jj	jj	nn1
20	a	close	personal	relationship	at1	jj	jj	nn1
12	a	close	race	with	at1	jj	nn1	iw
45	a	close	reading	of	at1	jj	nn1	io
22	A	close	reading	of	at1	jj	nn1	io
45	a	close	relationship	between	at1	jj	nn1	ii
173	a	close	relationship	with	at1	jj	nn1	iw
38	a	close	relative	of	at1	jj	nn1	io
16	a	close	resemblance	to	at1	jj	nn1	ii
19	a	close	second	in	at1	jj	nnt1	ii
36	a	close	second	to	at1	jj	nnt1	ii
15	a	close	study	of	at1	jj	nn1	io
86	a	close	watch	on	at1	jj	nn1	ii
25	a	close	working	relationship	at1	jj	jj	nn1
13	a	close-knit	group	of	at1	jj	nn1	io
58	a	close-up	look	at	at1	jj	nn1	ii
38	a	close-up	view	of	at1	jj	nn1	io
13	a	closed-door	meeting	with	at1	jj	nn1	iw
36	a	closely	guarded	secret	at1	rr	jj	nn1
13	a	co-equal	branch	of	at1	jj	nn1	io
12	a	coal-fired	power	plant	at1	jj	nn1	nn1
24	a	coherent	set	of	at1	jj	nn1	io
13	a	coherent	theory	of	at1	jj	nn1	io
16	a	coherent	vision	of	at1	jj	nn1	io
18	a	cold	beer	and	at1	jj	nn1	cc
13	a	cold	bottle	of	at1	jj	nn1	io
18	a	cold	can	of	at1	jj	nn1	io
23	a	cold	day	in	at1	jj	nnt1	ii
16	a	cold	eye	on	at1	jj	nn1	ii
12	a	cold	glass	of	at1	jj	nn1	io
13	a	cold	night	in	at1	jj	nnt1	ii
12	a	cold	shoulder	to	at1	jj	nn1	ii
15	A	cold	wind	blew	at1	jj	nn1	vvd
18	a	cold	winter	day	at1	jj	nnt1	nnt1
13	a	cold	winter	morning	at1	jj	nnt1	nnt1
22	a	cold	winter	night	at1	jj	nnt1	nnt1
29	a	collaborative	effort	between	at1	jj	nn1	ii
20	a	collaborative	effort	of	at1	jj	nn1	io
14	a	collaborative	effort	to	at1	jj	nn1	to
12	a	collaborative	effort	with	at1	jj	nn1	iw
14	a	collaborative	relationship	with	at1	jj	nn1	iw
34	a	collective	bargaining	agreement	at1	jj	nn1	nn1
19	a	collective	sense	of	at1	jj	nn1	io
54	a	collective	sigh	of	at1	jj	nn1	io
22	a	colossal	waste	of	at1	jj	nn1	io
14	a	combined	force	of	at1	jj	nn1	io
18	a	combined	income	of	at1	jj	nn1	io
30	a	combined	population	of	at1	jj	nn1	io
21	a	combined	record	of	at1	jj	nn1	io
33	a	combined	score	of	at1	jj	nn1	io
70	a	combined	total	of	at1	jj	nn1	io
12	a	comfortable	home	in	at1	jj	nn1	ii
16	a	comfortable	pair	of	at1	jj	nn	io
21	a	comfortable	place	for	at1	jj	nn1	if
36	a	comfortable	place	to	at1	jj	nn1	to
18	a	comforting	hand	on	at1	jj	nn1	ii
20	a	commanding	lead	in	at1	jj	nn1	ii
46	a	commanding	view	of	at1	jj	nn1	io
39	a	commercial	real	estate	at1	jj	jj	nn1
16	a	common	approach	to	at1	jj	nn1	ii
12	a	common	basis	for	at1	jj	nn1	if
13	a	common	belief	that	at1	jj	nn1	cst
43	a	common	cause	of	at1	jj	nn1	io
21	a	common	core	of	at1	jj	nn1	io
17	a	common	culture	and	at1	jj	nn1	cc
15	a	common	currency	for	at1	jj	nn1	if
20	a	common	European	currency	at1	jj	jj	nn1
15	a	common	external	tariff	at1	jj	jj	nn1
13	a	common	feature	in	at1	jj	nn1	ii
52	a	common	feature	of	at1	jj	nn1	io
15	a	common	foreign	policy	at1	jj	jj	nn1
29	a	common	form	of	at1	jj	nn1	io
15	a	common	goal	of	at1	jj	nn1	io
16	a	common	ground	for	at1	jj	nn1	if
15	a	common	ingredient	in	at1	jj	nn1	ii
59	a	common	interest	in	at1	jj	nn1	ii
30	a	common	language	and	at1	jj	nn1	cc
16	a	common	language	for	at1	jj	nn1	if
12	a	common	measure	of	at1	jj	nn1	io
18	a	common	misconception	that	at1	jj	nn1	cst
13	A	common	mistake	is	at1	jj	nn1	vbz
29	a	common	occurrence	in	at1	jj	nn1	ii
17	a	common	part	of	at1	jj	nn1	io
25	a	common	practice	among	at1	jj	nn1	ii
19	a	common	practice	for	at1	jj	nn1	if
64	a	common	practice	in	at1	jj	nn1	ii
23	a	common	problem	for	at1	jj	nn1	if
36	a	common	problem	in	at1	jj	nn1	ii
12	a	common	problem	that	at1	jj	nn1	cst
20	a	common	sense	of	at1	jj	nn1	io
123	a	common	set	of	at1	jj	nn1	io
18	a	common	side	effect	at1	jj	nn1	nn1
36	a	common	sight	in	at1	jj	nn1	ii
17	a	common	sight	on	at1	jj	nn1	ii
15	a	common	source	of	at1	jj	nn1	io
13	a	common	theme	among	at1	jj	nn1	ii
35	a	common	theme	in	at1	jj	nn1	ii
23	a	common	thread	in	at1	jj	nn1	ii
17	a	common	type	of	at1	jj	nn1	io
36	a	common	understanding	of	at1	jj	nn1	io
13	a	common	view	of	at1	jj	nn1	io
15	a	common	vision	and	at1	jj	nn1	cc
24	a	common	vision	of	at1	jj	nn1	io
15	a	common	way	of	at1	jj	nn1	io
14	a	common	way	to	at1	jj	nn1	to
14	a	community	mental	health	at1	nn1	jj	nn1
20	a	compact	disc	player	at1	jj	nn1	nn1
13	a	comparable	number	of	at1	jj	nn1	io
19	a	comparative	advantage	in	at1	jj	nn1	ii
25	a	comparative	analysis	of	at1	jj	nn1	io
29	a	comparative	study	of	at1	jj	nn1	io
14	A	comparative	study	of	at1	jj	nn1	io
18	a	compelling	argument	for	at1	jj	nn1	if
38	a	compelling	case	for	at1	jj	nn1	if
17	a	compelling	case	that	at1	jj	nn1	cst
12	a	compelling	government	interest	at1	jj	nn1	nn1
20	a	compelling	governmental	interest	at1	jj	jj	nn1
21	a	compelling	interest	in	at1	jj	nn1	ii
20	a	compelling	need	to	at1	jj	nn1	to
19	a	compelling	reason	for	at1	jj	nn1	if
35	a	compelling	reason	to	at1	jj	nn1	to
36	a	compelling	state	interest	at1	jj	nn1	nn1
29	a	competitive	advantage	in	at1	jj	nn1	ii
21	a	competitive	advantage	over	at1	jj	nn1	ii
26	a	competitive	edge	in	at1	jj	nn1	ii
12	a	competitive	edge	over	at1	jj	nn1	ii
39	a	complete	absence	of	at1	jj	nn1	io
12	a	complete	account	of	at1	jj	nn1	io
16	a	complete	analysis	of	at1	jj	nn1	io
19	a	complete	ban	on	at1	jj	nn1	ii
12	a	complete	blood	count	at1	jj	nn1	nn1
12	a	complete	break	with	at1	jj	nn1	iw
17	a	complete	breakdown	of	at1	jj	nn1	io
13	a	complete	cessation	of	at1	jj	nn1	io
20	a	complete	change	in	at1	jj	nn1	ii
22	a	complete	change	of	at1	jj	nn1	io
13	a	complete	collapse	of	at1	jj	nn1	io
12	a	complete	collection	of	at1	jj	nn1	io
14	a	complete	copy	of	at1	jj	nn1	io
39	a	complete	description	of	at1	jj	nn1	io
14	a	complete	fool	of	at1	jj	nn1	io
17	a	complete	guide	to	at1	jj	nn1	ii
77	a	complete	lack	of	at1	jj	nn1	io
48	a	complete	line	of	at1	jj	nn1	io
163	a	complete	list	of	at1	jj	nn1	io
21	A	complete	list	of	at1	jj	nn1	io
37	a	complete	listing	of	at1	jj	nn1	io
15	a	complete	look	at	at1	jj	nn1	ii
23	a	complete	loss	of	at1	jj	nn1	io
27	a	complete	overhaul	of	at1	jj	nn1	io
74	a	complete	picture	of	at1	jj	nn1	io
18	a	complete	range	of	at1	jj	nn1	io
15	a	complete	record	of	at1	jj	nn1	io
13	a	complete	report	on	at1	jj	nn1	ii
16	a	complete	restructuring	of	at1	jj	nn1	io
35	a	complete	reversal	of	at1	jj	nn1	io
26	a	complete	review	of	at1	jj	nn1	io
96	a	complete	set	of	at1	jj	nn1	io
30	a	complete	surprise	to	at1	jj	nn1	ii
13	a	complete	theory	of	at1	jj	nn1	io
47	a	complete	understanding	of	at1	jj	nn1	io
33	a	complete	waste	of	at1	jj	nn1	io
12	a	completely	different	animal	at1	rr	jj	nn1
16	a	completely	different	approach	at1	rr	jj	nn1
17	a	completely	different	direction	at1	rr	jj	nn1
25	a	completely	different	kind	at1	rr	jj	nn1
34	a	completely	different	person	at1	rr	jj	nn1
22	a	completely	different	set	at1	rr	jj	nn1
15	a	completely	different	situation	at1	rr	jj	nn1
27	a	completely	different	story	at1	rr	jj	nn1
14	a	completely	different	thing	at1	rr	jj	nn1
43	a	completely	different	way	at1	rr	jj	nn1
28	a	completely	different	world	at1	rr	jj	nn1
12	a	completely	new	way	at1	rr	jj	nn1
31	a	complex	array	of	at1	jj	nn1	io
32	a	complex	combination	of	at1	jj	nn1	io
20	a	complex	interaction	of	at1	jj	nn1	io
16	a	complex	interplay	of	at1	jj	nn1	io
27	a	complex	mix	of	at1	jj	nn1	io
29	a	complex	mixture	of	at1	jj	nn1	io
33	a	complex	network	of	at1	jj	nn1	io
16	a	complex	pattern	of	at1	jj	nn1	io
26	a	complex	process	of	at1	jj	nn1	io
21	a	complex	process	that	at1	jj	nn1	cst
52	a	complex	series	of	at1	jj	nn	io
119	a	complex	set	of	at1	jj	nn1	io
49	a	complex	system	of	at1	jj	nn1	io
44	a	complex	web	of	at1	jj	nn1	io
21	a	complicated	series	of	at1	jj	nn	io
24	a	complicated	set	of	at1	jj	nn1	io
15	a	complicated	system	of	at1	jj	nn1	io
25	a	complimentary	copy	of	at1	jj	nn1	io
18	a	composite	measure	of	at1	jj	nn1	io
13	a	composite	score	of	at1	jj	nn1	io
12	a	compound	annual	rate	at1	nn1	jj	nn1
17	a	comprehensive	account	of	at1	jj	nn1	io
25	a	comprehensive	analysis	of	at1	jj	nn1	io
69	a	comprehensive	approach	to	at1	jj	nn1	ii
13	a	comprehensive	array	of	at1	jj	nn1	io
23	a	comprehensive	assessment	of	at1	jj	nn1	io
19	a	comprehensive	evaluation	of	at1	jj	nn1	io
12	a	comprehensive	examination	of	at1	jj	nn1	io
15	a	comprehensive	framework	for	at1	jj	nn1	if
13	a	comprehensive	history	of	at1	jj	nn1	io
49	a	comprehensive	list	of	at1	jj	nn1	io
31	a	comprehensive	look	at	at1	jj	nn1	ii
12	a	comprehensive	measure	of	at1	jj	nn1	io
17	a	comprehensive	overview	of	at1	jj	nn1	io
17	a	comprehensive	package	of	at1	jj	nn1	io
25	a	comprehensive	picture	of	at1	jj	nn1	io
25	a	comprehensive	plan	for	at1	jj	nn1	if
20	a	comprehensive	plan	that	at1	jj	nn1	cst
25	a	comprehensive	plan	to	at1	jj	nn1	to
22	a	comprehensive	program	of	at1	jj	nn1	io
19	a	comprehensive	program	that	at1	jj	nn1	cst
17	a	comprehensive	program	to	at1	jj	nn1	to
81	a	comprehensive	review	of	at1	jj	nn1	io
13	A	comprehensive	review	of	at1	jj	nn1	io
16	a	comprehensive	school	counseling	at1	jj	nn1	nn1
44	a	comprehensive	set	of	at1	jj	nn1	io
14	a	comprehensive	solution	to	at1	jj	nn1	ii
12	a	comprehensive	strategy	for	at1	jj	nn1	if
13	a	comprehensive	strategy	to	at1	jj	nn1	to
57	a	comprehensive	study	of	at1	jj	nn1	io
24	a	comprehensive	survey	of	at1	jj	nn1	io
18	a	comprehensive	system	of	at1	jj	nn1	io
20	a	comprehensive	test	ban	at1	jj	nn1	nn1
19	a	comprehensive	theory	of	at1	jj	nn1	io
34	a	comprehensive	understanding	of	at1	jj	nn1	io
33	a	comprehensive	view	of	at1	jj	nn1	io
12	a	concentrated	effort	to	at1	jj	nn1	to
48	a	conceptual	framework	for	at1	jj	nn1	if
20	a	conceptual	framework	of	at1	jj	nn1	io
13	a	conceptual	framework	that	at1	jj	nn1	cst
13	a	conceptual	framework	to	at1	jj	nn1	to
53	a	concerted	effort	by	at1	jj	nn1	ii
12	a	concerted	effort	not	at1	jj	nn1	xx
255	a	concerted	effort	to	at1	jj	nn1	to
23	a	concomitant	increase	in	at1	jj	nn1	ii
23	a	concrete	example	of	at1	jj	nn1	io
23	a	condensed	version	of	at1	jj	nn1	io
31	a	confirmatory	factor	analysis	at1	jj	nn1	nn1
