5	a	balanced	budget	with	drastic	at1	jj	nn1	iw	jj
5	a	direct	result	of	an	at1	jj	nn1	io	at1
5	a	direct	result	of	her	at1	jj	nn1	io	appge
8	a	direct	result	of	his	at1	jj	nn1	io	appge
7	a	direct	result	of	that	at1	jj	nn1	io	dd1
166	a	direct	result	of	the	at1	jj	nn1	io	at
10	a	direct	result	of	their	at1	jj	nn1	io	appge
5	a	direct	result	of	these	at1	jj	nn1	io	dd2
10	a	direct	result	of	this	at1	jj	nn1	io	dd1
6	a	direct	result	of	what	at1	jj	nn1	io	ddq
11	a	direct	role	in	the	at1	jj	nn1	ii	at
6	a	direct	route	to	the	at1	jj	nn1	ii	at
8	a	direct	stake	in	the	at1	jj	nn1	ii	at
9	a	direct	test	of	the	at1	jj	nn1	io	at
5	a	direct	threat	to	human	at1	jj	nn1	ii	jj
5	a	direct	threat	to	our	at1	jj	nn1	ii	appge
38	a	direct	threat	to	the	at1	jj	nn1	ii	at
13	a	direct	threat	to	their	at1	jj	nn1	ii	appge
7	a	direct	violation	of	the	at1	jj	nn1	io	at
5	a	dirty	little	secret	in	at1	jj	jj	nn1	ii
9	a	dirty	little	secret	that	at1	jj	jj	nn1	cst
7	a	disastrous	effect	on	the	at1	jj	nn1	ii	at
7	a	discernible	human	influence	on	at1	jj	jj	nn1	ii
6	a	discipline-based	approach	to	music	at1	jj	nn1	ii	nn1
5	a	discouraging	word	and	the	at1	jj	nn1	cc	at
5	a	discreet	distance	from	the	at1	jj	nn1	ii	at
5	a	disguised	restriction	on	trade	at1	jj	nn1	ii	nn1
6	a	dismissive	wave	of	his	at1	jj	nn1	io	appge
6	a	disproportionate	amount	of	influence	at1	jj	nn1	io	nn1
8	a	disproportionate	amount	of	the	at1	jj	nn1	io	at
5	a	disproportionate	amount	of	their	at1	jj	nn1	io	appge
5	a	disproportionate	effect	on	the	at1	jj	nn1	ii	at
6	a	disproportionate	impact	on	the	at1	jj	nn1	ii	at
5	a	disproportionate	number	of	blacks	at1	jj	nn1	io	nn2
6	a	disproportionate	number	of	people	at1	jj	nn1	io	nn
6	a	disproportionate	number	of	students	at1	jj	nn1	io	nn2
15	a	disproportionate	number	of	the	at1	jj	nn1	io	at
10	a	disproportionate	number	of	them	at1	jj	nn1	io	ppho2
5	a	disproportionate	number	of	whom	at1	jj	nn1	io	pnqo
7	a	disproportionate	number	of	women	at1	jj	nn1	io	nn2
58	a	disproportionate	share	of	the	at1	jj	nn1	io	at
15	a	disproportionately	high	number	of	at1	jj	jj	nn1	io
6	a	disproportionately	high	percentage	of	at1	jj	jj	nn1	io
15	a	disproportionately	large	number	of	at1	jj	jj	nn1	io
9	a	disproportionately	large	share	of	at1	jj	jj	nn1	io
6	a	distant	corner	of	the	at1	jj	nn1	io	at
8	a	distant	cousin	of	the	at1	jj	nn1	io	at
5	a	distant	look	in	his	at1	jj	nn1	ii	appge
8	a	distant	part	of	the	at1	jj	nn1	io	at
5	a	distant	rumble	of	thunder	at1	jj	nn1	io	nn1
7	a	distant	second	to	the	at1	jj	nnt1	ii	at
9	a	distinct	advantage	over	the	at1	jj	nn1	ii	at
5	a	distinct	advantage	over	their	at1	jj	nn1	ii	appge
8	a	distinct	possibility	that	the	at1	jj	nn1	cst	at
9	a	distinctive	feature	of	the	at1	jj	nn1	io	at
6	A	distinctive	feature	of	the	at1	jj	nn1	io	at
10	a	distinguished	career	as	a	at1	jj	nn1	ii	at1
10	a	distinguished	fellow	at	the	at1	jj	nn1	ii	at
9	a	distinguished	member	of	the	at1	jj	nn1	io	at
12	a	distinguished	professor	emeritus	of	at1	jj	nn1	jj	io
6	a	distinguishing	feature	of	the	at1	jj	nn1	io	at
5	a	distorted	image	of	the	at1	jj	nn1	io	at
5	a	distorted	picture	of	the	at1	jj	nn1	io	at
12	a	distorted	view	of	the	at1	jj	nn1	io	at
5	a	distorted	view	of	what	at1	jj	nn1	io	ddq
6	a	diverse	group	of	parents	at1	jj	nn1	io	nn2
17	a	diverse	group	of	people	at1	jj	nn1	io	nn
6	a	diverse	group	of	students	at1	jj	nn1	io	nn2
7	a	diverse	group	that	includes	at1	jj	nn1	cst	vvz
5	a	diverse	mix	of	people	at1	jj	nn1	io	nn
5	a	diving	catch	in	the	at1	jj	nn1	ii	at
6	a	divorced	father	of	three	at1	jj	nn1	io	mc
13	a	divorced	father	of	two	at1	jj	nn1	io	mc
5	a	divorced	mother	of	a	at1	jj	nn1	io	at1
14	a	divorced	mother	of	three	at1	jj	nn1	io	mc
21	a	divorced	mother	of	two	at1	jj	nn1	io	mc
5	a	dizzying	array	of	options	at1	jj	nn1	io	nn2
21	a	doctoral	candidate	at	the	at1	jj	nn1	ii	at
5	a	doctoral	candidate	in	music	at1	jj	nn1	ii	nn1
6	a	doctoral	candidate	in	the	at1	jj	nn1	ii	at
5	a	doctoral	degree	in	physical	at1	jj	nn1	ii	jj
5	a	doctoral	degree	in	social	at1	jj	nn1	ii	jj
17	a	doctoral	student	at	the	at1	jj	nn1	ii	at
8	a	doctoral	student	in	the	at1	jj	nn1	ii	at
5	a	documented	case	of	a	at1	jj	nn1	io	at1
5	a	domestic	dispute	with	his	at1	jj	nn1	iw	appge
5	a	dominant	feature	of	the	at1	jj	nn1	io	at
5	a	dominant	figure	in	the	at1	jj	nn1	ii	at
14	a	dominant	force	in	the	at1	jj	nn1	ii	at
5	a	dominant	part	of	the	at1	jj	nn1	io	at
9	a	dominant	player	in	the	at1	jj	nn1	ii	at
16	a	dominant	position	in	the	at1	jj	nn1	ii	at
23	a	dominant	role	in	the	at1	jj	nn1	ii	at
5	a	double	bed	with	a	at1	jj	nn1	iw	at1
9	a	double	bogey	at	the	at1	jj	nn1	ii	at
10	a	double	bogey	on	the	at1	jj	nn1	ii	at
5	a	double	boiler	or	in	at1	jj	nn1	cc	ii
6	a	double	boiler	over	simmering	at1	jj	nn1	ii	jj
12	a	double	boiler	set	over	at1	jj	nn1	vvd	rp
5	a	double	dose	of	the	at1	jj	nn1	io	at
5	a	double	life	as	a	at1	jj	nn1	ii	at1
5	a	double	play	in	the	at1	jj	nn1	ii	at
5	a	double	roller	fatigue	machine	at1	jj	nn1	nn1	nn1
5	a	double	standard	at	work	at1	jj	nn1	ii	nn1
18	a	double	standard	in	the	at1	jj	nn1	ii	at
6	a	double	standard	in	this	at1	jj	nn1	ii	dd1
5	a	double	standard	of	justice	at1	jj	nn1	io	nn1
9	a	double	standard	when	it	at1	jj	nn1	cs	pph1
5	a	down	payment	for	a	at1	jj	nn1	if	at1
89	a	down	payment	on	a	at1	jj	nn1	ii	at1
6	a	down	payment	on	his	at1	jj	nn1	ii	appge
25	a	down	payment	on	the	at1	jj	nn1	ii	at
6	a	dozen	different	kinds	of	at1	m	jj	nn2	io
12	a	dramatic	change	from	the	at1	jj	nn1	ii	at
46	a	dramatic	change	in	the	at1	jj	nn1	ii	at
14	a	dramatic	contrast	to	the	at1	jj	nn1	ii	at
13	a	dramatic	decline	in	the	at1	jj	nn1	ii	at
12	a	dramatic	decrease	in	the	at1	jj	nn1	ii	at
5	a	dramatic	demonstration	of	the	at1	jj	nn1	io	at
11	a	dramatic	departure	from	the	at1	jj	nn1	ii	at
8	a	dramatic	difference	in	the	at1	jj	nn1	ii	at
13	a	dramatic	drop	in	the	at1	jj	nn1	ii	at
15	a	dramatic	effect	on	the	at1	jj	nn1	ii	at
5	a	dramatic	example	of	the	at1	jj	nn1	io	at
42	a	dramatic	impact	on	the	at1	jj	nn1	ii	at
80	a	dramatic	increase	in	the	at1	jj	nn1	ii	at
20	a	dramatic	reduction	in	the	at1	jj	nn1	ii	at
16	a	dramatic	rise	in	the	at1	jj	nn1	ii	at
5	a	dramatic	shift	from	the	at1	jj	nn1	ii	at
16	a	dramatic	shift	in	the	at1	jj	nn1	ii	at
6	a	dramatic	turn	for	the	at1	jj	nn1	if	at
5	a	dramatic	turn	in	the	at1	jj	nn1	ii	at
5	a	dramatic	turn	of	events	at1	jj	nn1	io	nn2
5	a	drastic	change	from	the	at1	jj	nn1	ii	at
8	a	drastic	change	in	the	at1	jj	nn1	ii	at
5	a	drastic	decline	in	the	at1	jj	nn1	ii	at
12	a	drastic	reduction	in	the	at1	jj	nn1	ii	at
35	a	driving	force	behind	the	at1	jj	nn1	ii	at
14	a	driving	force	in	the	at1	jj	nn1	ii	at
6	a	driving	tour	of	the	at1	jj	nn1	io	at
5	a	droll	sense	of	humor	at1	jj	nn1	io	nn1
30	a	dry	eye	in	the	at1	jj	nn1	ii	at
5	a	dry	run	for	the	at1	jj	nn1	if	at
19	a	dry	sense	of	humor	at1	jj	nn1	io	nn1
5	a	dual	role	in	the	at1	jj	nn1	ii	at
7	a	dual-factor	model	of	mental	at1	jj	nn1	io	jj
5	a	dull	ache	in	the	at1	jj	nn1	ii	at
11	a	dumb	thing	to	do	at1	jj	nn1	to	vdi
8	a	dumb	thing	to	say	at1	jj	nn1	to	vvi
26	a	durable	power	of	attorney	at1	jj	nn1	io	nn1
10	a	Dutch	oven	or	large	at1	jj	nn1	cc	jj
5	a	Dutch	oven	over	high	at1	jj	nn1	ii	jj
27	a	Dutch	oven	over	medium	at1	jj	nn1	ii	jj
35	a	Dutch	oven	over	medium-high	at1	jj	nn1	ii	jj
6	a	duty	of	due	care	at1	nn1	io	jj	nn1
14	a	few	deep	breaths	and	at1	da2	jj	nn2	cc
8	a	few	deep	breaths	to	at1	da2	jj	nn2	to
5	a	few	different	types	of	at1	da2	jj	nn2	io
5	a	final	settlement	more	difficult	at1	jj	nn1	rgr	jj
7	a	flurry	of	diplomatic	activity	at1	nn1	io	jj	nn1
5	a	former	Democratic	congressman	from	at1	da	jj	nn1	ii
12	a	free	and	democratic	society	at1	jj	cc	jj	nn1
5	a	fundamentally	different	approach	to	at1	rr	jj	nn1	ii
5	a	fundamentally	different	kind	of	at1	rr	jj	nn1	io
16	a	good	and	decent	man	at1	jj	cc	jj	nn1
7	a	gross	domestic	product	of	at1	nno	jj	nn1	io
5	a	highly	decorated	veteran	of	at1	rr	jj	nn1	io
23	a	highly	developed	sense	of	at1	rr	jj	nn1	io
12	a	history	of	domestic	violence	at1	nn1	io	jj	nn1
11	a	Just	and	Durable	Peace	at1	jj	cc	jj	nn1
6	a	just	and	durable	peace	at1	jj	cc	jj	nn1
5	a	large	and	devoted	following	at1	jj	cc	jj	nn1
8	a	large	and	diverse	group	at1	jj	cc	jj	nn1
8	a	large	Dutch	oven	or	at1	jj	jj	nn1	cc
50	a	large	Dutch	oven	over	at1	jj	jj	nn1	ii
20	a	large	number	of	different	at1	jj	nn1	io	jj
5	a	large	pot	or	Dutch	at1	jj	nn1	cc	jj
6	a	last	desperate	attempt	to	at1	md	jj	nn1	to
5	a	linear	variable	differential	transformer	at1	jj	jj	jj	nn1
6	a	long	and	difficult	journey	at1	jj	cc	jj	nn1
14	a	long	and	difficult	process	at1	jj	cc	jj	nn1
6	a	long	and	difficult	road	at1	jj	cc	jj	nn1
25	a	long	and	distinguished	career	at1	jj	cc	jj	nn1
8	a	long	and	distinguished	history	at1	jj	cc	jj	nn1
42	A	LONG	LINE	OF	DEAD	at1	jj	nn1	io	jj
7	a	long	line	of	distinguished	at1	jj	nn1	io	jj
10	a	lot	of	dead	bodies	at1	nn1	io	jj	nn2
5	a	lot	of	dead	people	at1	nn1	io	jj	nn
6	a	lot	of	Democratic	candidates	at1	nn1	io	jj	nn2
8	a	lot	of	different	angles	at1	nn1	io	jj	nn2
12	a	lot	of	different	areas	at1	nn1	io	jj	nn2
6	a	lot	of	different	aspects	at1	nn1	io	jj	nn2
8	a	lot	of	different	colors	at1	nn1	io	jj	nn2
7	a	lot	of	different	companies	at1	nn1	io	jj	nn2
18	a	lot	of	different	directions	at1	nn1	io	jj	nn2
5	a	lot	of	different	elements	at1	nn1	io	jj	nn2
8	a	lot	of	different	factors	at1	nn1	io	jj	nn2
5	a	lot	of	different	flavors	at1	nn1	io	jj	nn2
7	a	lot	of	different	groups	at1	nn1	io	jj	nn2
7	a	lot	of	different	ideas	at1	nn1	io	jj	nn2
16	a	lot	of	different	issues	at1	nn1	io	jj	nn2
47	a	lot	of	different	kinds	at1	nn1	io	jj	nn2
21	a	lot	of	different	levels	at1	nn1	io	jj	nn2
6	a	lot	of	different	looks	at1	nn1	io	jj	nn2
6	a	lot	of	different	music	at1	nn1	io	jj	nn1
8	a	lot	of	different	opinions	at1	nn1	io	jj	nn2
7	a	lot	of	different	options	at1	nn1	io	jj	nn2
7	a	lot	of	different	parts	at1	nn1	io	jj	nn2
56	a	lot	of	different	people	at1	nn1	io	jj	nn
5	a	lot	of	different	pieces	at1	nn1	io	jj	nn2
29	a	lot	of	different	places	at1	nn1	io	jj	nn2
5	a	lot	of	different	players	at1	nn1	io	jj	nn2
6	a	lot	of	different	points	at1	nn1	io	jj	nn2
5	a	lot	of	different	questions	at1	nn1	io	jj	nn2
24	a	lot	of	different	reasons	at1	nn1	io	jj	nn2
6	a	lot	of	different	roles	at1	nn1	io	jj	nn2
6	a	lot	of	different	scenarios	at1	nn1	io	jj	nn2
7	a	lot	of	different	sides	at1	nn1	io	jj	nn2
9	a	lot	of	different	situations	at1	nn1	io	jj	nn2
6	a	lot	of	different	sources	at1	nn1	io	jj	nn2
6	a	lot	of	different	stories	at1	nn1	io	jj	nn2
5	a	lot	of	different	strategies	at1	nn1	io	jj	nn2
7	a	lot	of	different	stuff	at1	nn1	io	jj	nn1
15	a	lot	of	different	styles	at1	nn1	io	jj	nn2
6	a	lot	of	different	subjects	at1	nn1	io	jj	nn2
149	a	lot	of	different	things	at1	nn1	io	jj	nn2
18	a	lot	of	different	types	at1	nn1	io	jj	nn2
5	a	lot	of	different	voices	at1	nn1	io	jj	nn2
101	a	lot	of	different	ways	at1	nn1	io	jj	nn2
5	a	lot	of	difficult	questions	at1	nn1	io	jj	nn2
5	a	lot	of	disappointed	people	at1	nn1	io	jj	nn
8	a	lot	of	disposable	income	at1	nn1	io	jj	nn1
5	a	man	of	deep	faith	at1	nn1	io	jj	nn1
6	a	man	with	dark	hair	at1	nn1	iw	jj	nn1
5	a	mop	of	dark	hair	at1	nn1	io	jj	nn1
13	a	more	detailed	account	of	at1	rgr	jj	nn1	io
20	a	more	detailed	analysis	of	at1	rgr	jj	nn1	io
7	A	more	detailed	analysis	of	at1	rgr	jj	nn1	io
26	a	more	detailed	description	of	at1	rgr	jj	nn1	io
13	A	more	detailed	description	of	at1	rgr	jj	nn1	io
27	a	more	detailed	discussion	of	at1	rgr	jj	nn1	io
6	a	more	detailed	examination	of	at1	rgr	jj	nn1	io
10	a	more	detailed	explanation	of	at1	rgr	jj	nn1	io
13	a	more	detailed	look	at	at1	rgr	jj	nn1	ii
8	a	more	detailed	picture	of	at1	rgr	jj	nn1	io
7	a	more	detailed	view	of	at1	rgr	jj	nn1	io
5	a	more	difficult	challenge	than	at1	rgr	jj	nn1	csn
9	a	more	difficult	task	than	at1	rgr	jj	nn1	csn
6	a	more	direct	impact	on	at1	rgr	jj	nn1	ii
6	a	more	direct	measure	of	at1	rgr	jj	nn1	io
6	a	more	direct	role	in	at1	rgr	jj	nn1	ii
8	a	more	direct	route	to	at1	rgr	jj	nn1	ii
18	a	more	diverse	group	of	at1	rgr	jj	nn1	io
8	a	more	diverse	range	of	at1	rgr	jj	nn1	io
5	a	more	diverse	set	of	at1	rgr	jj	nn1	io
6	a	more	diverse	student	body	at1	rgr	jj	nn1	nn1
7	a	much	different	kind	of	at1	rr	jj	nn1	io
5	a	much	different	place	than	at1	rr	jj	nn1	csn
7	a	much	different	way	than	at1	rr	jj	nn1	csn
5	a	much	more	difficult	problem	at1	rr	rgr	jj	nn1
7	a	much	more	difficult	situation	at1	rr	rgr	jj	nn1
8	a	much	more	difficult	task	at1	rr	rgr	jj	nn1
20	a	much	more	difficult	time	at1	rr	rgr	jj	nnt1
7	a	much	more	direct	way	at1	rr	rgr	jj	nn1
7	a	new	and	different	kind	at1	jj	cc	jj	nn1
6	a	new	and	different	way	at1	jj	cc	jj	nn1
5	a	new	domestic	intelligence	agency	at1	jj	jj	nn1	nn1
7	a	normal	voice	gets	difficult	at1	jj	nn1	vvz	jj
9	a	number	of	developing	countries	at1	nn1	io	jj	nn2
7	a	number	of	different	angles	at1	nn1	io	jj	nn2
8	a	number	of	different	areas	at1	nn1	io	jj	nn2
7	a	number	of	different	contexts	at1	nn1	io	jj	nn2
6	a	number	of	different	countries	at1	nn1	io	jj	nn2
8	a	number	of	different	directions	at1	nn1	io	jj	nn2
6	a	number	of	different	factors	at1	nn1	io	jj	nn2
6	a	number	of	different	forms	at1	nn1	io	jj	nn2
5	a	number	of	different	groups	at1	nn1	io	jj	nn2
19	a	number	of	different	kinds	at1	nn1	io	jj	nn2
7	a	number	of	different	levels	at1	nn1	io	jj	nn2
7	a	number	of	different	locations	at1	nn1	io	jj	nn2
5	a	number	of	different	methods	at1	nn1	io	jj	nn2
5	a	number	of	different	models	at1	nn1	io	jj	nn2
7	a	number	of	different	options	at1	nn1	io	jj	nn2
15	a	number	of	different	people	at1	nn1	io	jj	nn
5	a	number	of	different	perspectives	at1	nn1	io	jj	nn2
5	a	number	of	different	places	at1	nn1	io	jj	nn2
8	a	number	of	different	reasons	at1	nn1	io	jj	nn2
5	a	number	of	different	tasks	at1	nn1	io	jj	nn2
23	a	number	of	different	things	at1	nn1	io	jj	nn2
16	a	number	of	different	types	at1	nn1	io	jj	nn2
58	a	number	of	different	ways	at1	nn1	io	jj	nn2
5	a	number	of	domestic	issues	at1	nn1	io	jj	nn2
9	a	pair	of	dark	glasses	at1	nn	io	jj	nn2
6	a	pair	of	dark	sunglasses	at1	nn	io	jj	nn2
7	a	pair	of	double	doors	at1	nn	io	jj	nn2
16	a	part	of	daily	life	at1	nn1	io	jj	nn1
5	a	patch	of	dry	ground	at1	nn1	io	jj	nn1
5	a	piece	of	dark	chocolate	at1	nn1	io	jj	nn1
5	a	piece	of	dry	toast	at1	nn1	io	jj	nn1
9	a	pile	of	dirty	clothes	at1	nn1	io	jj	nn2
25	a	point	of	diminishing	returns	at1	nn1	io	jj	nn2
5	a	pretty	darn	good	job	at1	rg	jj	jj	nn1
5	a	professor	of	developmental	psychology	at1	nn1	io	jj	nn1
6	a	radically	different	kind	of	at1	rr	jj	nn1	io
8	a	set	of	double	doors	at1	nn1	io	jj	nn2
8	a	significant	direct	effect	on	at1	jj	jj	nn1	ii
5	a	single	documented	case	of	at1	jj	jj	nn1	io
5	a	slightly	different	approach	to	at1	rr	jj	nn1	ii
8	a	slightly	different	spin	on	at1	rr	jj	nn1	ii
5	a	slightly	different	twist	on	at1	rr	jj	nn1	ii
12	a	slightly	different	version	of	at1	rr	jj	nn1	io
5	a	slightly	different	way	of	at1	rr	jj	nn1	io
5	a	somewhat	different	set	of	at1	rr	jj	nn1	io
6	a	somewhat	different	view	of	at1	rr	jj	nn1	io
5	a	strong	and	decisive	leader	at1	jj	cc	jj	nn1
8	a	systematic	response	to	disruptive	at1	jj	nn1	ii	jj
5	a	theology	of	divine	action	at1	nn1	io	jj	nn1
6	a	thinly	disguised	version	of	at1	rr	jj	nn1	io
5	a	time	of	dramatic	change	at1	nnt1	io	jj	nn1
21	a	totally	different	kind	of	at1	rr	jj	nn1	io
5	a	totally	different	person	than	at1	rr	jj	nn1	csn
8	a	totally	different	set	of	at1	rr	jj	nn1	io
5	a	totally	different	way	of	at1	rr	jj	nn1	io
5	a	variety	of	different	areas	at1	nn1	io	jj	nn2
5	a	variety	of	different	contexts	at1	nn1	io	jj	nn2
10	a	variety	of	different	kinds	at1	nn1	io	jj	nn2
13	a	variety	of	different	things	at1	nn1	io	jj	nn2
6	a	variety	of	different	types	at1	nn1	io	jj	nn2
26	a	variety	of	different	ways	at1	nn1	io	jj	nn2
16	a	very	dangerous	place	to	at1	rg	jj	nn1	to
8	a	very	dangerous	situation	for	at1	rg	jj	nn1	if
20	a	very	dangerous	thing	to	at1	rg	jj	nn1	to
12	a	very	dear	friend	of	at1	rg	jj	nn1	io
5	a	very	deep	breath	and	at1	rg	jj	nn1	cc
5	a	very	delicate	balancing	act	at1	rg	jj	nn1	nn1
5	a	very	detailed	account	of	at1	rg	jj	nn1	io
8	a	very	different	approach	to	at1	rg	jj	nn1	ii
7	a	very	different	experience	from	at1	rg	jj	nn1	ii
5	a	very	different	experience	than	at1	rg	jj	nn1	csn
6	a	very	different	idea	of	at1	rg	jj	nn1	io
154	a	very	different	kind	of	at1	rg	jj	nn1	io
5	a	very	different	person	than	at1	rg	jj	nn1	csn
22	a	very	different	picture	of	at1	rg	jj	nn1	io
14	a	very	different	place	from	at1	rg	jj	nn1	ii
10	a	very	different	place	than	at1	rg	jj	nn1	csn
6	a	very	different	place	today	at1	rg	jj	nn1	rt
6	a	very	different	point	of	at1	rg	jj	nn1	io
28	a	very	different	set	of	at1	rg	jj	nn1	io
9	a	very	different	side	of	at1	rg	jj	nn1	io
6	a	very	different	situation	from	at1	rg	jj	nn1	ii
7	a	very	different	situation	than	at1	rg	jj	nn1	csn
33	a	very	different	sort	of	at1	rg	jj	nn1	io
5	a	very	different	story	from	at1	rg	jj	nn1	ii
10	a	very	different	story	than	at1	rg	jj	nn1	csn
7	a	very	different	thing	than	at1	rg	jj	nn1	csn
21	a	very	different	type	of	at1	rg	jj	nn1	io
7	a	very	different	version	of	at1	rg	jj	nn1	io
34	a	very	different	view	of	at1	rg	jj	nn1	io
17	a	very	different	way	of	at1	rg	jj	nn1	io
10	a	very	different	way	than	at1	rg	jj	nn1	csn
6	a	very	difficult	day	for	at1	rg	jj	nnt1	if
11	a	very	difficult	decision	for	at1	rg	jj	nn1	if
12	a	very	difficult	decision	to	at1	rg	jj	nn1	to
5	a	very	difficult	moment	for	at1	rg	jj	nn1	if
5	a	very	difficult	period	for	at1	rg	jj	nn1	if
8	a	very	difficult	place	to	at1	rg	jj	nn1	to
6	a	very	difficult	position	and	at1	rg	jj	nn1	cc
6	a	very	difficult	position	to	at1	rg	jj	nn1	to
6	a	very	difficult	problem	to	at1	rg	jj	nn1	to
14	a	very	difficult	question	to	at1	rg	jj	nn1	to
6	a	very	difficult	relationship	with	at1	rg	jj	nn1	iw
7	a	very	difficult	set	of	at1	rg	jj	nn1	io
6	a	very	difficult	situation	and	at1	rg	jj	nn1	cc
21	a	very	difficult	situation	for	at1	rg	jj	nn1	if
5	a	very	difficult	situation	in	at1	rg	jj	nn1	ii
10	a	very	difficult	situation	to	at1	rg	jj	nn1	to
28	a	very	difficult	thing	for	at1	rg	jj	nn1	if
72	a	very	difficult	thing	to	at1	rg	jj	nn1	to
6	a	very	difficult	time	dealing	at1	rg	jj	nnt1	vvg
5	a	very	difficult	time	doing	at1	rg	jj	nnt1	vdg
39	a	very	difficult	time	for	at1	rg	jj	nnt1	if
9	a	very	difficult	time	getting	at1	rg	jj	nnt1	vvg
21	a	very	difficult	time	in	at1	rg	jj	nnt1	ii
5	a	very	difficult	time	making	at1	rg	jj	nnt1	vvg
7	a	very	difficult	time	to	at1	rg	jj	nnt1	to
10	a	very	difficult	time	with	at1	rg	jj	nnt1	iw
7	a	very	dim	view	of	at1	rg	jj	nn1	io
5	a	very	distorted	view	of	at1	rg	jj	nn1	io
7	a	very	diverse	group	of	at1	rg	jj	nn1	io
6	a	very	dramatic	impact	on	at1	rg	jj	nn1	ii
20	a	victim	of	domestic	violence	at1	nn1	io	jj	nn1
7	a	violation	of	due	process	at1	nn1	io	jj	nn1
6	a	warm	draft-free	place	until	at1	jj	jj	nn1	cs
7	a	white	shirt	and	dark	at1	jj	nn1	cc	jj
37	a	whole	bunch	of	different	at1	jj	nn1	io	jj
23	a	whole	different	ball	game	at1	jj	jj	nn1	nn1
29	a	whole	different	kind	of	at1	jj	jj	nn1	io
8	a	whole	different	level	of	at1	jj	jj	nn1	io
21	a	whole	different	set	of	at1	jj	jj	nn1	io
6	a	whole	different	way	of	at1	jj	jj	nn1	io
5	a	whole	host	of	different	at1	jj	nn1	io	jj
12	a	whole	lot	different	from	at1	jj	nn1	jj	ii
9	a	whole	lot	different	than	at1	jj	nn1	jj	csn
6	a	whole	lot	of	different	at1	jj	nn1	io	jj
8	a	whole	range	of	different	at1	jj	nn1	io	jj
7	a	whole	series	of	different	at1	jj	nn	io	jj
5	a	wide	range	of	domestic	at1	jj	nn1	io	jj
10	a	wide	variety	of	different	at1	jj	nn1	io	jj
25	about	a	different	kind	of	ii	at1	jj	nn1	io
5	about	dramatic	changes	in	the	rp	jj	nn2	ii	at
5	about	on	the	Democratic	side	ii	ii	at	jj	nn1
6	about	the	daily	lives	of	ii	at	jj	nn2	io
16	about	the	dark	side	of	ii	at	jj	nn1	io
8	about	the	deleterious	effects	of	ii	at	jj	nn2	io
16	about	the	different	types	of	ii	at	jj	nn2	io
5	about	the	disproportionate	number	of	ii	at	jj	nn1	io
9	act	of	domestic	terrorism	in	nn1	io	jj	nn1	ii
5	activated	from	the	disabled	list	vvn	ii	at	jj	nn1
6	active	in	Democratic	Party	politics	jj	ii	jj	nn1	nn1
22	activities	of	daily	living	and	nn2	io	jj	nn1	cc
9	activities	of	daily	living	subscale	nn2	io	jj	jj	nn1
5	activity	on	a	daily	basis	nn1	ii	at1	jj	nn1
5	Add	the	dry	ingredients	to	vv0	at	jj	nn2	ii
10	adjust	to	the	dim	light	vvi	ii	at	jj	nn1
6	adjusted	to	the	dim	light	vvn	ii	at	jj	nn1
9	African	Textiles	and	Decorative	Arts	jj	nn2	cc	jj	nn2
5	Alex	took	a	deep	breath	np1	vvd	at1	jj	nn1
8	all	different	kinds	of	people	db	jj	nn2	io	nn
7	all	different	parts	of	the	db	jj	nn2	io	at
8	all	different	shapes	and	sizes	db	jj	nn2	cc	nn2
5	all	different	types	of	people	db	jj	nn2	io	nn
5	all	different	walks	of	life	db	jj	nn2	io	nn1
5	all	due	respect	to	any	db	jj	nn1	ii	dd
5	all	due	respect	to	him	db	jj	nn1	ii	ppho1
12	all	due	respect	to	Mr.	db	jj	nn1	ii	nnb
24	all	due	respect	to	my	db	jj	nn1	ii	appge
67	all	due	respect	to	the	db	jj	nn1	ii	at
5	all	due	respect	to	those	db	jj	nn1	ii	dd2
11	all	due	respect	to	you	db	jj	nn1	ii	ppy
12	all	due	respect	to	your	db	jj	nn1	ii	appge
13	all	kinds	of	different	things	db	nn2	io	jj	nn2
7	all	kinds	of	different	ways	db	nn2	io	jj	nn2
5	all	of	the	Democratic	candidates	db	io	at	jj	nn2
11	all	of	the	different	things	db	io	at	jj	nn2
6	all	over	the	damn	place	rr	ii	at	jj	nn1
8	all	sorts	of	different	things	db	nn2	io	jj	nn2
5	all	take	a	deep	breath	db	vvi	at1	jj	nn1
6	all	the	different	aspects	of	db	at	jj	nn2	io
29	all	the	different	kinds	of	db	at	jj	nn2	io
12	all	the	different	parts	of	db	at	jj	nn2	io
13	all	the	different	things	that	db	at	jj	nn2	cst
19	all	the	different	types	of	db	at	jj	nn2	io
6	all	the	different	ways	that	db	at	jj	nn2	cst
12	all	these	different	kinds	of	db	dd2	jj	nn2	io
30	almost	on	a	daily	basis	rr	ii	at1	jj	nn1
20	ALONG	WITH	A	DIGITAL	PRINTOUT	ii21	ii22	at1	jj	nn1
5	also	has	a	dark	side	rr	vhz	at1	jj	nn1
6	alternate	assessment	on	daily	instruction	jj	nn1	ii	jj	nn1
5	am	in	a	different	place	vbm	ii	at1	jj	nn1
6	American	decorative	arts	at	the	jj	jj	nn2	ii	at
5	American	Society	for	Dermatologic	Surgery	jj	nn1	if	jj	nn1
5	among	a	diverse	group	of	ii	at1	jj	nn1	io
5	among	different	regions	of	the	ii	jj	nn2	io	at
12	an	altogether	different	kind	of	at1	rr	jj	nn1	io
