5	a	bacterial	or	viral	infection	at1	jj	cc	jj	nn1
5	think	that	the	vast	majority	vv0	cst	at	jj	nn1
6	think	that	the	vice	president	vv0	cst	at	jj	nn1
30	think	the	vast	majority	of	vv0	at	jj	nn1	io
8	think	the	very	fact	that	vv0	at	jj	nn1	cst
10	think	the	vice	president	is	vv0	at	jj	nn1	vbz
12	this	from	the	very	beginning	dd1	ii	at	jj	nn1
6	This	is	the	very	beginning	dd1	vbz	at	jj	nn1
8	this	vast	right-wing	conspiracy	that	dd1	jj	jj	nn1	cst
5	those	arrested	for	violent	crimes	dd2	vvn	if	jj	nn2
5	those	at	the	very	bottom	dd2	ii	at	jj	nn1
7	those	at	the	very	top	dd2	ii	at	jj	nn1
5	those	with	a	vested	interest	dd2	iw	at1	jj	nn1
13	though	the	vast	majority	of	cs22	at	jj	nn1	io
7	threaten	the	very	existence	of	vv0	at	jj	nn1	io
6	threaten	the	very	existence	of	vvi	at	jj	nn1	io
5	threatening	the	very	existence	of	vvg	at	jj	nn1	io
5	threatens	the	very	existence	of	vvz	at	jj	nn1	io
5	three	Most	Valuable	Player	awards	mc	rgt	jj	nn1	nn2
6	three-step	verbal	directives	with	dual-concept	jj	jj	nn2	iw	jj
6	through	the	various	stages	of	ii	at	jj	nn2	io
7	time	histories	for	varying	restraint	nnt1	nn2	if	jj	nn1
11	to	a	vast	array	of	ii	at1	jj	nn1	io
7	to	adolescents	with	visual	impairments	ii	nn2	iw	jj	nn2
6	to	any	potentially	valuable	area	ii	dd	rr	jj	nn1
6	to	ask	the	vice	president	to	vvi	at	jj	nn1
10	to	be	a	valuable	tool	to	vbi	at1	jj	nn1
6	to	be	a	viable	alternative	to	vbi	at1	jj	nn1
13	to	be	a	viable	candidate	to	vbi	at1	jj	nn1
9	to	be	a	viable	option	to	vbi	at1	jj	nn1
7	to	be	a	vice	president	to	vbi	at1	jj	nn1
13	to	be	a	vital	part	to	vbi	at1	jj	nn1
6	to	be	his	vice	president	to	vbi	appge	jj	nn1
12	to	be	the	vice	president	to	vbi	at	jj	nn1
7	to	be	vice	president	of	to	vbi	jj	nn1	io
5	to	be	vice	president	or	to	vbi	jj	nn1	cc
7	to	become	a	vice	president	to	vvi	at1	jj	nn1
8	to	become	vice	president	of	to	vvi	jj	nn1	io
10	to	children	with	visual	impairments	ii	nn2	iw	jj	nn2
5	to	do	the	very	thing	to	vdi	at	jj	nn1
7	to	have	a	vested	interest	to	vhi	at1	jj	nn1
7	to	maintain	viable	populations	of	to	vvi	jj	nn2	io
8	to	people	with	visual	impairments	ii	nn	iw	jj	nn2
9	to	play	a	vital	role	to	vvi	at1	jj	nn1
18	to	run	for	vice	president	to	vvi	if	jj	nn1
9	to	serve	as	vice	president	to	vvi	rg	jj	nn1
30	to	students	with	visual	impairments	ii	nn2	iw	jj	nn2
7	to	the	various	types	of	ii	at	jj	nn2	io
60	to	the	vast	majority	of	ii	at	jj	nn1	io
10	to	the	very	back	of	ii	at	jj	nn1	io
19	to	the	very	beginning	of	ii	at	jj	nn1	io
13	to	the	very	bottom	of	ii	at	jj	nn1	io
7	to	the	very	brink	of	ii	at	jj	nn1	io
12	to	the	very	center	of	ii	at	jj	nn1	io
8	to	the	very	concept	of	ii	at	jj	nn1	io
18	to	the	very	core	of	ii	at	jj	nn1	io
29	to	the	very	edge	of	ii	at	jj	nn1	io
6	to	the	very	edge	of	ii22	at	jj	nn1	io
5	to	the	very	end	and	ii	at	jj	nn1	cc
18	to	the	very	end	of	ii	at	jj	nn1	io
13	to	the	very	existence	of	ii	at	jj	nn1	io
5	to	the	very	foundations	of	ii	at	jj	nn2	io
39	to	the	very	heart	of	ii	at	jj	nn1	io
22	to	the	very	idea	of	ii	at	jj	nn1	io
5	to	the	very	limits	of	ii	at	jj	nn2	io
8	to	the	very	marrow	of	ii	at	jj	nn1	io
11	to	the	very	nature	of	ii	at	jj	nn1	io
10	to	the	very	notion	of	ii	at	jj	nn1	io
5	to	the	very	people	who	ii	at	jj	nn	pnqs
8	to	the	very	roots	of	ii	at	jj	nn2	io
5	to	the	very	soul	of	ii	at	jj	nn1	io
5	to	the	very	spot	where	ii	at	jj	nn1	cs
6	to	the	very	structure	of	ii	at	jj	nn1	io
9	to	the	very	survival	of	ii	at	jj	nn1	io
8	to	the	very	tip	of	ii	at	jj	nn1	io
30	to	the	very	top	of	ii	at	jj	nn1	io
9	to	the	vice	president	and	ii	at	jj	nn1	cc
13	to	the	vice	president	of	ii	at	jj	nn1	io
7	to	the	virtual	exclusion	of	ii	at	jj	nn1	io
9	to	various	aspects	of	the	ii	jj	nn2	io	at
5	to	various	components	of	the	ii	jj	nn2	io	at
29	to	various	parts	of	the	ii	jj	nn2	io	at
5	to	varying	degrees	on	the	ii	jj	nn2	ii	at
5	to	vast	amounts	of	information	ii	jj	nn2	io	nn1
5	to	young	children	with	visual	ii	jj	nn2	iw	jj
5	Today	the	vast	majority	of	rt	at	jj	nn1	io
6	too	variable	for	meaningful	analysis	rg	jj	if	jj	nn1
7	toward	the	very	end	of	ii	at	jj	nn1	io
5	Transmission	Dual	range	continuously	variable	nn1	jj	nn1	rr	jj
5	Trim	off	all	visible	fat	vv0	rp	db	jj	nn1
5	tsp	extra	virgin	olive	oil	nnu	jj	jj	jj	nn1
9	tsp.	extra	virgin	olive	oil	nnu	jj	jj	jj	nn1
6	turkey	on	a	V-shaped	rack	nn1	ii	at1	jj	nn1
6	two	counts	of	vehicular	homicide	mc	nn2	io	jj	nn1
6	university	programs	in	visual	impairment	nn1	nn2	ii	jj	nn1
7	Unlike	the	vast	majority	of	ii	at	jj	nn1	io
5	until	almost	the	very	end	cs	rr	at	jj	nn1
31	until	the	very	end	of	cs	at	jj	nn1	io
6	up	in	various	parts	of	rp	ii	jj	nn2	io
15	up	the	vast	majority	of	rp	at	jj	nn1	io
7	up	to	the	very	edge	ii21	ii22	at	jj	nn1
14	up	to	the	very	end	ii21	ii22	at	jj	nn1
12	up	until	the	very	end	ii21	ii22	at	jj	nn1
8	us	from	the	very	beginning	ppio2	ii	at	jj	nn1
6	use	of	verbal	uncertainty	expressions	nn1	io	jj	nn1	nn2
5	V-shaped	rack	in	a	roasting	jj	nn1	ii	at1	jj
7	vaginal	intercourse	known	to	be	jj	nn1	vvn	to	vbi
8	valid	and	reliable	measure	of	jj	cc	jj	nn1	io
5	valid	and	reliable	measures	of	jj	cc	jj	nn2	io
5	valid	marriage	contract	can	not	jj	nn1	nn1	vm	xx
6	valuable	area	of	human	performance	jj	nn1	io	jj	nn1
9	valuable	comments	on	an	earlier	jj	nn2	ii	at1	jjr
5	valuable	comments	on	the	manuscript	jj	nn2	ii	at	nn1
10	valuable	opportunities	for	insight	and	jj	nn2	if	nn1	cc
5	valuable	piece	of	real	estate	jj	nn1	io	jj	nn1
5	valuable	real	estate	in	the	jj	jj	nn1	ii	at
5	varied	repertoire	of	vocal	literature	jj	nn1	io	jj	nn1
5	varied	repertoire	of	vocal	literature	jj	nn1	io	jj	nn1
5	various	activities	during	the	past	jj	nn2	ii	at	jj
7	various	aspects	of	their	lives	jj	nn2	io	appge	nn2
7	various	countries	around	the	world	jj	nn2	ii	at	nn1
5	various	ethnic	and	racial	groups	jj	jj	cc	jj	nn2
5	various	levels	and	types	of	jj	nn2	cc	nn2	io
6	various	levels	of	government	have	jj	nn2	io	nn1	vh0
5	various	locations	around	the	country	jj	nn2	ii	at	nn1
5	various	members	of	the	family	jj	nn2	io	at	nn1
5	various	parts	of	his	body	jj	nn2	io	appge	nn1
19	various	parts	of	the	body	jj	nn2	io	at	nn1
12	various	parts	of	the	brain	jj	nn2	io	at	nn1
14	various	parts	of	the	city	jj	nn2	io	at	nn1
55	various	parts	of	the	country	jj	nn2	io	at	nn1
8	various	parts	of	the	room	jj	nn2	io	at	nn1
6	various	parts	of	the	United	jj	nn2	io	at	np1
69	various	parts	of	the	world	jj	nn2	io	at	nn1
9	various	places	around	the	world	jj	nn2	ii	at	nn1
5	various	points	along	the	way	jj	nn2	ii	at	nn1
12	various	racial	and	ethnic	groups	jj	jj	cc	jj	nn2
14	various	regions	of	the	country	jj	nn2	io	at	nn1
9	various	regions	of	the	world	jj	nn2	io	at	nn1
9	various	sectors	of	the	economy	jj	nn2	io	at	nn1
9	various	segments	of	the	population	jj	nn2	io	at	nn1
11	various	times	of	the	day	jj	nnt2	io	at	nnt1
13	various	times	of	the	year	jj	nnt2	io	at	nnt1
5	various	types	of	social	skills	jj	nn2	io	jj	nn2
8	various	ways	in	which	the	jj	nn2	ii	ddq	at
5	varying	degrees	of	success	in	jj	nn2	io	nn1	ii
5	vast	amount	of	information	about	jj	nn1	io	nn1	ii
5	vast	amounts	of	information	that	jj	nn2	io	nn1	cst
5	vast	amounts	of	time	and	jj	nn2	io	nnt1	cc
6	vast	hosts	of	the	dead	jj	nn2	io	at	jj
12	vast	majority	of	Americans	are	jj	nn1	io	nn2	vbr
5	vast	majority	of	Americans	believe	jj	nn1	io	nn2	vv0
7	vast	majority	of	Americans	do	jj	nn1	io	nn2	vd0
8	vast	majority	of	Americans	have	jj	nn1	io	nn2	vh0
11	vast	majority	of	Americans	who	jj	nn1	io	nn2	pnqs
16	vast	majority	of	people	are	jj	nn1	io	nn	vbr
6	vast	majority	of	people	have	jj	nn1	io	nn	vh0
27	vast	majority	of	people	in	jj	nn1	io	nn	ii
40	vast	majority	of	people	who	jj	nn1	io	nn	pnqs
9	vast	majority	of	people	with	jj	nn1	io	nn	iw
9	vast	majority	of	students	who	jj	nn1	io	nn2	pnqs
35	vast	majority	of	the	American	jj	nn1	io	at	jj
7	vast	majority	of	the	cases	jj	nn1	io	at	nn2
7	vast	majority	of	the	country	jj	nn1	io	at	nn1
5	vast	majority	of	the	elderly	jj	nn1	io	at	jj
5	vast	majority	of	the	money	jj	nn1	io	at	nn1
5	vast	majority	of	the	more	jj	nn1	io	at	dar
8	vast	majority	of	the	nation	jj	nn1	io	at	nn1
5	vast	majority	of	the	participants	jj	nn1	io	at	nn2
37	vast	majority	of	the	people	jj	nn1	io	at	nn
25	vast	majority	of	the	population	jj	nn1	io	at	nn1
8	vast	majority	of	the	public	jj	nn1	io	at	nn1
5	vast	majority	of	the	respondents	jj	nn1	io	at	nn2
7	vast	majority	of	the	state	jj	nn1	io	at	nn1
13	vast	majority	of	the	time	jj	nn1	io	at	nnt1
23	vast	majority	of	the	world	jj	nn1	io	at	nn1
6	vast	majority	of	their	time	jj	nn1	io	appge	nnt1
27	vast	majority	of	them	are	jj	nn1	io	ppho2	vbr
5	vast	majority	of	these	cases	jj	nn1	io	dd2	nn2
7	vast	majority	of	these	people	jj	nn1	io	dd2	nn
5	vast	majority	of	those	people	jj	nn1	io	dd2	nn
7	vast	majority	of	those	who	jj	nn1	io	dd2	pnqs
8	vast	majority	of	us	are	jj	nn1	io	ppio2	vbr
6	vast	majority	of	which	are	jj	nn1	io	ddq	vbr
9	vast	majority	of	whom	are	jj	nn1	io	pnqo	vbr
6	vast	majority	of	whom	were	jj	nn1	io	pnqo	vbdr
5	vast	majority	of	women	who	jj	nn1	io	nn2	pnqs
8	vast	right-wing	conspiracy	that	has	jj	jj	nn1	cst	vhz
11	vented	plastic	wrap	and	microwave	jj	nn1	nn1	cc	nn1
6	verbal	directives	with	dual-concept	discrimination	jj	nn2	iw	jj	nn1
6	verbal	or	physical	conduct	of	jj	cc	jj	nn1	io
7	Vertical	dotted	line	represents	the	jj	jj	nn1	vvz	at
7	very	back	of	the	room	jj	nn1	io	at	nn1
6	very	beginning	of	his	career	jj	nn1	io	appge	nn1
6	very	beginning	of	the	program	jj	nn1	io	at	nn1
5	very	beginning	of	the	show	jj	nn1	io	at	nn1
6	very	beginning	of	this	case	jj	nn1	io	dd1	nn1
8	very	beginning	of	this	crisis	jj	nn1	io	dd1	nn1
5	very	bottom	of	the	ship	jj	nn1	io	at	nn1
5	very	end	of	a	long	jj	nn1	io	at1	jj
11	very	end	of	his	life	jj	nn1	io	appge	nn1
5	very	end	of	the	day	jj	nn1	io	at	nnt1
6	very	end	of	the	novel	jj	nn1	io	at	nn1
5	very	end	of	the	season	jj	nn1	io	at	nnt1
7	very	existence	of	such	a	jj	nn1	io	da	at1
5	very	fact	that	he	is	jj	nn1	cst	pphs1	vbz
6	very	fact	that	he	was	jj	nn1	cst	pphs1	vbdz
5	very	fact	that	it	is	jj	nn1	cst	pph1	vbz
5	very	fact	that	it	was	jj	nn1	cst	pph1	vbdz
7	very	fact	that	they	are	jj	nn1       	cst	pphs2	vbr
5	very	fact	that	we	are	jj	nn1	cst	ppis2	vbr
8	very	fact	that	we	have	jj	nn1	cst	ppis2	vh0
6	very	heart	and	soul	of	jj	nn1	cc	nn1	io
6	very	meaning	of	the	word	jj	nn1	io	at	nn1
8	very	model	of	a	modern	jj	nn1	io	at1	jj
5	very	top	of	the	hill	jj	nn1	io	at	nn1
5	very	top	of	the	mountain	jj	nn1	io	at	nn1
5	very	top	of	the	world	jj	nn1	io	at	nn1
6	vested	interest	in	maintaining	the	jj	nn1	ii	vvg	at
6	vested	interest	in	making	sure	jj	nn1	ii	vvg	jj
10	vested	interest	in	the	outcome	jj	nn1	ii	at	nn1
8	vested	interest	in	the	status	jj	nn1	ii	at	nn121
5	veteran	status	and	era	of	jj	nn1	cc	nn1	io
11	veteran	teachers	in	the	master	jj	nn2	ii	at	nn1
10	Veterinary	Medicine	and	animal-behavior	consultant	jj	nn1	cc	jj	nn1
5	Veterinary	Medicine	and	vice	president	jj	nn1	cc	jj	nn1
5	Veterinary	Medicine	and	vice	president	jj	nn1	cc	jj	nn1
5	viable	in	the	long	run	jj	ii	at	jj	nn1
6	vice	chair	of	the	Federal	jj	nn1	io	at	jj
9	vice	chair	of	the	House	jj	nn1	io	at	nn1
5	vice	chairman	and	chief	executive	jj	nn1	cc	jj	nn1
11	vice	chairman	and	chief	financial	jj	nn1	cc	jj	jj
6	vice	chairman	and	chief	operating	jj	nn1	cc	jj	nn1
12	vice	chairman	of	Goldman	Sachs	jj	nn1	io	np1	np1
19	vice	chairman	of	the	board	jj	nn1	io	at	nn1
9	vice	chairman	of	the	Fed	jj	nn1	io	at	vvn
13	vice	chairman	of	the	Federal	jj	nn1	io	at	jj
6	vice	chairman	of	the	House	jj	nn1	io	at	nn1
35	vice	chairman	of	the	Joint	jj	nn1	io	at	jj
5	vice	chairman	of	the	joint	jj	nn1	io	at	jj
18	vice	chairman	of	the	National	jj	nn1	io	at	jj
23	vice	chairman	of	the	Senate	jj	nn1	io	at	nn1
7	vice	chairman	of	Time	Warner	jj	nn1	io	nnt1	np1
5	vice	chancellor	for	academic	affairs	jj	nn1	if	jj	nn2
7	vice	president	and	chief	economist	jj	nn1	cc	jj	nn1
34	vice	president	and	chief	financial	jj	nn1	cc	jj	jj
5	vice	president	and	chief	information	jj	nn1	cc	jj	nn1
11	vice	president	and	chief	operating	jj	nn1	cc	jj	nn1
5	vice	president	and	creative	director	jj	nn1	cc	jj	nn1
6	vice	president	and	dean	of	jj	nn1	cc	nn1	io
6	vice	president	and	deputy	general	jj	nn1	cc	nn1	nn1
5	vice	president	and	director	for	jj	nn1	cc	nn1	if
73	vice	president	and	director	of	jj	nn1	cc	nn1	io
7	vice	president	and	editorial	director	jj	nn1	cc	jj	nn1
13	vice	president	and	executive	editor	jj	nn1	cc	nn1	nn1
18	vice	president	and	fashion	director	jj	nn1	cc	nn1	nn1
53	vice	president	and	general	counsel	jj	nn1	cc	jj	nn1
149	vice	president	and	general	manager	jj	nn1	cc	jj	nn1
14	vice	president	and	head	of	jj	nn1	cc	nn1	io
8	vice	president	and	his	wife	jj	nn1	cc	appge	nn1
7	vice	president	and	legal	counsel	jj	nn1	cc	jj	nn1
7	vice	president	and	legal	director	jj	nn1	cc	jj	nn1
9	vice	president	and	manager	of	jj	nn1	cc	nn1	io
6	vice	president	and	managing	director	jj	nn1	cc	jj	nn1
11	Vice	President	and	Mrs.	Gore	jj	nn1	cc	nnb	np1
6	vice	president	and	president	of	jj	nn1	cc	nn1	io
11	vice	president	and	publisher	of	jj	nn1	cc	nn1	io
7	vice	president	and	regional	manager	jj	nn1	cc	jj	nn1
10	vice	president	and	the	president	jj	nn1	cc	at	nn1
6	vice	president	and	treasurer	of	jj	nn1	cc	nn1	io
5	vice	president	at	Fannie	Mae	jj	nn1	ii	np1	np1
9	vice	president	at	the	American	jj	nn1	ii	at	jj
24	vice	president	for	academic	affairs	jj	nn1	if	jj	nn2
5	vice	president	for	advertising	at	jj	nn1	if	nn1	ii
8	vice	president	for	basketball	operations	jj	nn1	if	nn1	nn2
5	vice	president	for	business	affairs	jj	nn1	if	nn1	nn2
13	vice	president	for	business	development	jj	nn1	if	nn1	nn1
10	vice	president	for	conservation	and	jj	nn1	if	nn1	cc
8	vice	president	for	corporate	affairs	jj	nn1	if	jj	nn2
7	vice	president	for	corporate	communications	jj	nn1	if	jj	nn2
5	vice	president	for	development	and	jj	nn1	if	nn1	cc
8	vice	president	for	education	at	jj	nn1	if	nn1	ii
8	vice	president	for	eight	years	jj	nn1	if	mc	nnt2
9	vice	president	for	external	affairs	jj	nn1	if	jj	nn2
17	vice	president	for	finance	and	jj	nn1	if	nn1	cc
6	vice	president	for	football	operations	jj	nn1	if	nn1	nn2
11	vice	president	for	government	affairs	jj	nn1	if	nn1	nn2
12	vice	president	for	government	relations	jj	nn1	if	nn1	nn2
9	vice	president	for	governmental	affairs	jj	nn1	if	jj	nn2
23	vice	president	for	human	resources	jj	nn1	if	jj	nn2
5	vice	president	for	information	technology	jj	nn1	if	nn1	nn1
6	vice	president	for	institutional	advancement	jj	nn1	if	jj	nn1
6	vice	president	for	labor	relations	jj	nn1	if	nn1	nn2
5	vice	president	for	law	and	jj	nn1	if	nn1	cc
18	vice	president	for	marketing	and	jj	nn1	if	nn1	cc
21	vice	president	for	marketing	at	jj	nn1	if	nn1	ii
6	vice	president	for	medical	affairs	jj	nn1	if	jj	nn2
6	vice	president	for	news	at	jj	nn1	if	nn1	ii
5	vice	president	for	North	America	jj	nn1	if	nd1	np1
11	vice	president	for	planning	and	jj	nn1	if	vvg	cc
7	vice	president	for	policy	and	jj	nn1	if	nn1	cc
10	vice	president	for	policy	at	jj	nn1	if	nn1	ii
21	vice	president	for	public	affairs	jj	nn1	if	jj	nn2
11	vice	president	for	public	policy	jj	nn1	if	jj	nn1
11	vice	president	for	public	relations	jj	nn1	if	jj	nn2
5	vice	president	for	quality	and	jj	nn1	if	nn1	cc
6	vice	president	for	regulatory	affairs	jj	nn1	if	jj	nn2
19	vice	president	for	research	and	jj	nn1	if	nn1	cc
19	vice	president	for	research	at	jj	nn1	if	nn1	ii
24	vice	president	for	sales	and	jj	nn1	if	nn	cc
5	vice	president	for	sales	at	jj	nn1	if	nn	ii
10	vice	president	for	science	and	jj	nn1	if	nn1	cc
5	vice	president	for	special	projects	jj	nn1	if	jj	nn2
6	vice	president	for	strategic	planning	jj	nn1	if	jj	nn1
7	vice	president	for	student	affairs	jj	nn1	if	nn1	nn2
7	vice	president	for	technology	at	jj	nn1	if	nn1	ii
6	vice	president	for	the	National	jj	nn1	if	at	jj
5	vice	president	for	university	relations	jj	nn1	if	nn1	nn2
5	vice	president	has	said	that	jj	nn1	vhz	vvn	cst
67	vice	president	in	charge	of	jj	nn1	ii31	ii32	ii33
12	vice	president	is	going	to	jj	nn1	vbz	vvgk	to
7	vice	president	of	a	major	jj	nn1	io	at1	jj
11	vice	president	of	academic	affairs	jj	nn1	io	jj	nn2
6	vice	president	of	administration	for	jj	nn1	io	nn1	if
7	vice	president	of	advertising	for	jj	nn1	io	nn1	if
7	vice	president	of	baseball	operations	jj	nn1	io	nn1	nn2
37	vice	president	of	basketball	operations	jj	nn1	io	nn1	nn2
5	vice	president	of	brewing	at	jj	nn1	io	nn1	ii
54	vice	president	of	business	development	jj	nn1	io	nn1	nn1
10	vice	president	of	business	operations	jj	nn1	io	nn1	nn2
12	vice	president	of	communications	for	jj	nn1	io	nn2	if
11	vice	president	of	corporate	affairs	jj	nn1	io	jj	nn2
20	vice	president	of	corporate	communications	jj	nn1	io	jj	nn2
8	vice	president	of	corporate	development	jj	nn1	io	jj	nn1
6	vice	president	of	corporate	external	jj	nn1	io	jj	jj
5	vice	president	of	design	and	jj	nn1	io	nn1	cc
18	vice	president	of	development	for	jj	nn1	io	nn1	if
5	vice	president	of	economic	development	jj	nn1	io	jj	nn1
5	vice	president	of	education	and	jj	nn1	io	nn1	cc
8	vice	president	of	engineering	and	jj	nn1	io	nn1	cc
9	vice	president	of	engineering	at	jj	nn1	io	nn1	ii
6	vice	president	of	engineering	for	jj	nn1	io	nn1	if
5	vice	president	of	external	affairs	jj	nn1	io	jj	nn2
7	vice	president	of	finance	and	jj	nn1	io	nn1	cc
6	vice	president	of	finance	at	jj	nn1	io	nn1	ii
5	vice	president	of	financial	planning	jj	nn1	io	jj	nn1
20	vice	president	of	football	operations	jj	nn1	io	nn1	nn2
10	vice	president	of	government	affairs	jj	nn1	io	nn1	nn2
11	vice	president	of	government	relations	jj	nn1	io	nn1	nn2
46	vice	president	of	human	resources	jj	nn1	io	jj	nn2
9	vice	president	of	information	technology	jj	nn1	io	nn1	nn1
5	vice	president	of	international	affairs	jj	nn1	io	jj	nn2
11	vice	president	of	investor	relations	jj	nn1	io	nn1	nn2
5	vice	president	of	labor	relations	jj	nn1	io	nn1	nn2
5	vice	president	of	legal	affairs	jj	nn1	io	jj	nn2
59	vice	president	of	marketing	and	jj	nn1	io	nn1	cc
33	vice	president	of	marketing	at	jj	nn1	io	nn1	ii
91	vice	president	of	marketing	for	jj	nn1	io	nn1	if
10	vice	president	of	medical	affairs	jj	nn1	io	jj	nn2
5	vice	president	of	merchandising	for	jj	nn1	io	vvg	if
5	vice	president	of	new	product	jj	nn1	io	jj	nn1
9	vice	president	of	operations	and	jj	nn1	io	nn2	cc
13	vice	president	of	operations	at	jj	nn1	io	nn2	ii
38	vice	president	of	operations	for	jj	nn1	io	nn2	if
6	vice	president	of	operations	in	jj	nn1	io	nn2	ii
7	vice	president	of	planning	and	jj	nn1	io	nn1	cc
26	vice	president	of	player	personnel	jj	nn1	io	nn1	nn2
18	vice	president	of	product	development	jj	nn1	io	nn1	nn1
11	vice	president	of	product	management	jj	nn1	io	nn1	nn1
5	vice	president	of	product	marketing	jj	nn1	io	nn1	nn1
6	vice	president	of	professional	services	jj	nn1	io	jj	nn2
7	vice	president	of	programming	and	jj	nn1	io	nn1	cc
5	vice	president	of	programming	at	jj	nn1	io	vvg	ii
6	vice	president	of	programming	for	jj	nn1	io	vvg	if
21	vice	president	of	public	affairs	jj	nn1	io	jj	nn2
8	vice	president	of	public	policy	jj	nn1	io	jj	nn1
17	vice	president	of	public	relations	jj	nn1	io	jj	nn2
5	vice	president	of	real	estate	jj	nn1	io	jj	nn1
44	vice	president	of	research	and	jj	nn1	io	nn1	cc
23	vice	president	of	research	at	jj	nn1	io	nn1	ii
9	vice	president	of	research	for	jj	nn1	io	nn1	if
5	vice	president	of	risk	services	jj	nn1	io	nn1	nn2
84	vice	president	of	sales	and	jj	nn1	io	nn	cc
9	vice	president	of	sales	at	jj	nn1	io	nn	ii
22	vice	president	of	sales	for	jj	nn1	io	nn	if
5	vice	president	of	strategic	planning	jj	nn1	io	jj	nn1
8	vice	president	of	student	affairs	jj	nn1	io	nn1	nn2
5	vice	president	of	Taxpayers	for	jj	nn1	io	nn2	if
7	vice	president	of	technology	and	jj	nn1	io	nn1	cc
11	vice	president	of	technology	at	jj	nn1	io	nn1	ii
5	vice	president	of	technology	for	jj	nn1	io	nn1	if
8	vice	president	of	the	Air	jj	nn1	io	at	nn1
57	vice	president	of	the	American	jj	nn1	io	at	jj
5	vice	president	of	The	Associated	jj	nn1	io	at	jj
5	vice	president	of	the	bank	jj	nn1	io	at	nn1
5	vice	president	of	the	California	jj	nn1	io	at	np1
16	vice	president	of	the	company	jj	nn1	io	at	nn1
5	vice	president	of	the	Federal	jj	nn1	io	at	jj
11	vice	president	of	the	Georgia	jj	nn1	io	at	np1
5	vice	president	of	the	Humane	jj	nn1	io	at	jj
23	vice	president	of	the	International	jj	nn1	io	at	jj
5	vice	president	of	the	Islamic	jj	nn1	io	at	jj
7	vice	president	of	the	Los	jj	nn1	io	at	np1
85	vice	president	of	the	National	jj	nn1	io	at	jj
5	vice	president	of	the	national	jj	nn1	io	at	jj
6	vice	president	of	the	organization	jj	nn1	io	at	nn1
12	vice	president	of	the	U.S.	jj	nn1	io	at	np1
5	vice	president	of	the	union	jj	nn1	io	at	nn1
190	vice	president	of	the	United	jj	nn1	io	at	np1
117	VICE	PRESIDENT	OF	THE	UNITED	jj	nn1	io	at	np1
55	Vice	President	of	the	United	jj	nn1	io	at	np1
6	vice	president	of	the	United	jj	nn1	io	at	jj
12	vice	president	of	the	World	jj	nn1	io	at	nn1
7	vice	president	of	worldwide	marketing	jj	nn1	io	jj	nn1
6	vice	president	or	the	president	jj	nn1	cc	at	nn1
5	vice	president	when	he	was	jj	nn1	cs	pphs1	vbdz
9	vice	presidential	candidate	Geraldine	Ferraro	jj	jj	nn1	np1	np1
6	vice	presidential	candidate	Jack	Kemp	jj	jj	nn1	np1	np1
6	vice	presidential	candidate	Joseph	Lieberman	jj	jj	nn1	np1	np1
6	vice	presidential	candidate	Sarah	Palin	jj	jj	nn1	np1	np1
6	vice	presidents	chief	of	staff	jj	nn2	nn1	io	nn
14	victim	of	a	violent	crime	nn1	io	at1	jj	nn1
6	Vienna-based	International	Atomic	Energy	Agency	jj	jj	jj	nn1	nn1
5	violent	coercion	significantly	predicted	young	jj	nn1	rr	vvn	jj
7	Violent	Crime	Control	and	Law	jj	nn1	nn1	cc	nn1
5	violent	crime	in	the	United	jj	nn1	ii	at	np1
5	violent	crimes	against	women	such	jj	nn2	ii	nn2	cs21
10	virgin	olive	oil	Salt	and	jj	jj	nn1	nn1	cc
5	visible	on	a	clear	day	jj	ii	at1	jj	nnt1
6	visible	on	the	other	side	jj	ii	at	jj	nn1
15	visible	part	of	the	spectrum	jj	nn1	io	at	nn1
14	visible	to	the	human	eye	jj	ii	at	jj	nn1
114	visible	to	the	naked	eye	jj	ii	at	jj	nn1
23	visible	to	the	unaided	eye	jj	ii	at	jj	nn1
6	visiting	fellow	at	the	Brookings	jj	nn1	ii	at	np1
5	visiting	friends	and	family	in	jj	nn2	cc	nn1	ii
6	Visiting	Nurse	Service	of	New	jj	nn1	nn1	io	np1
5	visiting	professor	at	the	University	jj	nn1	ii	at	nn1
5	Visiting	Scholar	at	the	American	jj	nn1	ii	at	jj
7	visiting	scholar	at	the	Carnegie	jj	nn1	ii	at	np1
6	visual	acuities	of	less	than	jj	nn2	io	dar	csn
10	visual	acuity	of	less	than	jj	nn1	io	dar	csn
14	Visual	Arts	in	New	York	jj	nn2	ii	np1	np1
7	visual	field	of	less	than	jj	nn1	io	dar	csn
5	visual	impairment	and	gender	on	jj	nn1	cc	nn1	ii
5	visual	impairment	and	the	average	jj	nn1	cc	at	jj
5	Visual	Impairment	Centre	for	Teaching	jj	nn1	nn1	if	vvg
5	visual	impairments	and	additional	disabilities	jj	nn2	cc	jj	nn2
11	visual	impairments	and	multiple	disabilities	jj	nn2	cc	jj	nn2
7	visual	impairments	and	orientation	and	jj	nn2	cc	nn1	cc
6	visual	impairments	and	other	disabilities	jj	nn2	cc	jj	nn2
5	visual	impairments	in	general	education	jj	nn2	ii	jj	nn1
6	visual	impairments	need	to	be	jj	nn2	vv0	to	vbi
5	visual	inspection	of	the	data	jj	nn1	io	at	nn
9	Visual	programming	Turns	on	with	jj	nn1	vvz	rp	iw
10	vital	interest	of	the	United	jj	nn1	io	at	np1
7	vital	interest	to	the	United	jj	nn1	ii	at	np1
